#Transcript position	Transcript coverage profile
0.0	0.005852066785857343
1.0	0.01939173083814639
2.0	0.027278889769117746
3.0	0.017155113805908714
4.0	0.0158679183100031
5.0	0.042804573672700574
6.0	0.010041050511924346
7.0	0.012696066496764363
8.0	0.029375251263238315
9.0	0.024466877746978498
10.0	0.015717987811104384
11.0	0.013856748343286294
12.0	0.008790164794356178
13.0	0.011315933448715083
14.0	0.03588117893074776
15.0	0.028364074966028947
16.0	0.018982093550342492
17.0	0.014526900857542366
18.0	0.023171205477011632
19.0	0.015409204531776029
20.0	0.011575384692529576
21.0	0.012749877048483016
22.0	0.007870141203797688
23.0	0.011212012380239732
24.0	0.020557414630218124
25.0	0.011461351668228382
26.0	0.02900541275055123
27.0	0.036358418011898645
28.0	0.024123297537097316
29.0	0.01176903515361901
30.0	0.021243574835268095
31.0	0.027733533989567367
32.0	0.02016764324230407
33.0	0.016888953198651132
34.0	0.011973425259804172
35.0	0.00978207457126966
36.0	0.015012400031807108
37.0	0.010295806534745568
38.0	0.007140353278585784
39.0	0.016029919937015916
40.0	0.02117243108134521
41.0	0.021343763660032006
42.0	0.02139240851454082
43.0	0.022182582737621886
44.0	0.02232046641493076
45.0	0.012262655734923843
46.0	0.020725826081722642
47.0	0.016045436177810648
48.0	0.024067933964900295
49.0	0.017577634035072946
50.0	0.019511009125067733
51.0	0.006432804985575052
52.0	0.01608309687366258
53.0	0.0036201427011824804
54.0	0.021665259324879813
55.0	0.01509925141921781
56.0	0.0356110946418448
57.0	0.018387000256812683
58.0	0.021690516254739552
59.0	0.011890662975244793
60.0	0.01820937997497317
61.0	0.016937203932513526
62.0	0.012520117557415722
63.0	0.029321805032092037
64.0	0.01938060702395684
65.0	0.020957210778048005
66.0	0.007464413822965486
67.0	0.011002732679068034
68.0	0.008020019085998625
69.0	0.021853727943451296
70.0	0.01343768593611763
71.0	0.01886468197324986
72.0	0.014314251136252659
73.0	0.00996439181378549
74.0	0.015401175739034555
75.0	0.01012022856108798
76.0	0.01197746775183963
77.0	0.013565989844094874
78.0	0.01709161898415955
79.0	0.02730426335745846
80.0	0.02710921457445381
81.0	0.019265648125695464
82.0	0.0150310325516392
83.0	0.024161233721868004
84.0	0.012279163384407179
85.0	0.0071041703058470525
86.0	0.007645214868250062
87.0	0.019625698699465757
88.0	0.021047114578877507
89.0	0.019898386907467095
90.0	0.018504845225823557
91.0	0.016664793102369624
92.0	0.02951454631756701
93.0	0.01880448984602721
94.0	0.012725010781822001
95.0	0.02574589074169341
96.0	0.007023682974798246
97.0	0.011090661725945241
98.0	0.008269125544478019
99.0	0.002637425572413274
