#Transcript position	Transcript coverage profile
0.0	0.018323846378460417
1.0	0.009705941881777801
2.0	0.010418284680208783
3.0	0.01571752409277399
4.0	0.013063444222358195
5.0	0.02303788779346421
6.0	0.007998886546551969
7.0	0.038224146584302496
8.0	0.023089337624995245
9.0	0.03048787084283183
10.0	0.016272431117566995
11.0	0.04136904028884982
12.0	0.0256445658803198
13.0	0.02635754246304237
14.0	0.02121650785642888
15.0	0.015920556544883387
16.0	0.020898470144674875
17.0	0.027824352518529084
18.0	0.009775202157665492
19.0	0.010999370379158477
20.0	0.029167640740032308
21.0	0.052687662299498346
22.0	0.020174726851371446
23.0	0.01408989856543769
24.0	0.013272081370238182
25.0	0.01903265040253057
26.0	0.02618505195189197
27.0	0.022214070432854123
28.0	0.02246732164743478
29.0	0.01417013686744341
30.0	0.013680011932498685
31.0	0.005947166089705065
32.0	0.024430161366632973
33.0	0.007653368049669009
34.0	0.008099064204238327
35.0	0.02709361171308064
36.0	0.025585263220988495
37.0	0.03377260681501303
38.0	0.024343931597007415
39.0	0.02703519458724315
40.0	0.015225110099365408
41.0	0.018933208826093822
42.0	0.01654865746898482
43.0	0.012517799213135904
44.0	0.009171327954648869
45.0	0.014655315237792729
46.0	0.006111073259542798
47.0	0.027113725555495898
48.0	0.011599100537494553
49.0	0.02841122607163804
50.0	0.02022699063028252
51.0	0.00859284626534808
52.0	0.012023642684540491
53.0	0.0123684370471121
54.0	0.014724599092324975
55.0	0.041728446367752706
56.0	0.013452987161608363
57.0	0.016323200334364695
58.0	0.021695696038342576
59.0	0.00693366474443056
60.0	0.006530125745978093
61.0	0.0
62.0	0.01945853685717405
63.0	0.0334447021515699
64.0	0.01921130954487216
65.0	0.02472451025247708
66.0	0.01674350558149004
67.0	0.016440268600851383
68.0	0.016011955764429854
69.0	0.03227688014150503
70.0	0.01976111464372171
71.0	0.015087184311067939
72.0	0.020326539968401225
73.0	0.023425427282646842
74.0	0.02545264272205392
75.0	0.023063794407496067
76.0	0.010528656784470326
77.0	0.024444286182575964
78.0	0.020165821375806695
79.0	0.023283755313710176
80.0	0.007759902035675852
81.0	0.028511765879192606
82.0	0.01663602438895345
83.0	0.03323873203161266
84.0	0.01903354344700183
85.0	0.026306221111522383
86.0	0.02033436019410778
87.0	0.01517116035111806
88.0	0.029509978817608935
89.0	0.02180158442609828
90.0	0.01766411327726986
91.0	0.027656010172727397
92.0	0.011474785674930696
93.0	0.020323003127075353
94.0	0.01625781317679436
95.0	0.015677981087678438
96.0	0.045227577295627354
97.0	0.014927717049073919
98.0	0.01618395595905704
99.0	0.0
