gene_id,POR_13_S81,POR_34_S82,POR_61_S83
Porites_compressa_HIv1___TS.g7384.t1,0,168,145
Porites_compressa_HIv1___RNAseq.g7733.t1,0,157,0
Porites_compressa_HIv1___TS.g7392.t1c,0,0,87
Porites_compressa_HIv1___TS.g7392.t1b,0,0,0
Porites_compressa_HIv1___RNAseq.g7738.t1,0,1,0
Porites_compressa_HIv1___RNAseq.g7739.t1,0,3,265
Porites_compressa_HIv1___RNAseq.g7740.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g7742.t1,0,149,4
Porites_compressa_HIv1___RNAseq.g7743.t1,0,8,0
Porites_compressa_HIv1___RNAseq.g7744.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g7745.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g7746.t1,0,306,314
Porites_compressa_HIv1___RNAseq.g7747.t1,0,0,157
Porites_compressa_HIv1___RNAseq.g7749.t1,0,0,356
Porites_compressa_HIv1___RNAseq.g7750.t1,0,26,1
Porites_compressa_HIv1___RNAseq.g7751.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g7753.t1,0,24,245
Porites_compressa_HIv1___RNAseq.g7755.t1,0,0,69
Porites_compressa_HIv1___RNAseq.g7756.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g7757.t1b,0,0,0
Porites_compressa_HIv1___RNAseq.g7758.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g7760.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g7762.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g7765.t1b,0,0,0
Porites_compressa_HIv1___RNAseq.g7769.t1,0,165,0
Porites_compressa_HIv1___RNAseq.g7772.t1,0,57,14
Porites_compressa_HIv1___RNAseq.g7426.t1,204,712,258
Porites_compressa_HIv1___RNAseq.g7431.t1,1,0,0
Porites_compressa_HIv1___RNAseq.g7438.t1,1,0,0
Porites_compressa_HIv1___RNAseq.g7449.t1,359,653,1208
Porites_compressa_HIv1___RNAseq.g7456.t1,308,140,366
Porites_compressa_HIv1___TS.g7110.t1,430,0,56
Porites_compressa_HIv1___TS.g7114.t1,1,11,28
Porites_compressa_HIv1___RNAseq.g7467.t1,239,0,0
Porites_compressa_HIv1___RNAseq.g7470.t1,1547,2208,2646
Porites_compressa_HIv1___RNAseq.g7471.t1,53,521,370
Porites_compressa_HIv1___TS.g7124.t1,30,160,10
Porites_compressa_HIv1___RNAseq.g7474.t1,406,425,166
Porites_compressa_HIv1___RNAseq.g7479.t1,1227,3830,7444
Porites_compressa_HIv1___RNAseq.g7480.t1,72,453,383
Porites_compressa_HIv1___RNAseq.g7481.t1,196,1314,1049
Porites_compressa_HIv1___TS.g7134.t1,372,1086,784
Porites_compressa_HIv1___TS.g7136.t1,32,289,318
Porites_compressa_HIv1___TS.g7143.t1,1,1,1
Porites_compressa_HIv1___RNAseq.g7491.t1,2,13,5
Porites_compressa_HIv1___RNAseq.g7492.t1,12,361,188
Porites_compressa_HIv1___RNAseq.g7493.t1,17,55,0
Porites_compressa_HIv1___RNAseq.g7495.t1,100,230,0
Porites_compressa_HIv1___RNAseq.g7496.t1,1,50,0
Porites_compressa_HIv1___RNAseq.g7498.t1,7,9,38
Porites_compressa_HIv1___RNAseq.g7503.t1,444,162,1226
Porites_compressa_HIv1___RNAseq.g7504.t1,130,59,72
Porites_compressa_HIv1___RNAseq.g7505.t1,49,151,18
Porites_compressa_HIv1___RNAseq.g7506.t1,65,20,375
Porites_compressa_HIv1___RNAseq.g7507.t1,815,559,1812
Porites_compressa_HIv1___RNAseq.g7508.t1,113,1,0
Porites_compressa_HIv1___RNAseq.g7513.t1,2639,1969,2292
Porites_compressa_HIv1___RNAseq.g7517.t1,403,708,606
Porites_compressa_HIv1___RNAseq.g7519.t1,1194,2804,611
Porites_compressa_HIv1___RNAseq.g7520.t1,1,0,0
Porites_compressa_HIv1___RNAseq.g7521.t1,1264,1518,679
Porites_compressa_HIv1___RNAseq.g7522.t1,1511,1243,2672
Porites_compressa_HIv1___RNAseq.g7523.t2a,237,154,213
Porites_compressa_HIv1___RNAseq.g7526.t1,274,569,432
Porites_compressa_HIv1___RNAseq.g7527.t1,412,268,380
Porites_compressa_HIv1___RNAseq.g7529.t1,479,420,3648
Porites_compressa_HIv1___RNAseq.g7534.t1,7,40,0
Porites_compressa_HIv1___RNAseq.g7537.t1,74,444,1082
Porites_compressa_HIv1___RNAseq.g7540.t1,1060,1698,493
Porites_compressa_HIv1___TS.g7201.t1,51,0,0
Porites_compressa_HIv1___RNAseq.g7544.t1,14,26,69
Porites_compressa_HIv1___RNAseq.g7545.t1,57,275,18
Porites_compressa_HIv1___RNAseq.g7546.t1b,24,39,20
Porites_compressa_HIv1___RNAseq.g7549.t1,2,1,0
Porites_compressa_HIv1___RNAseq.g7550.t1,6,6,17
Porites_compressa_HIv1___RNAseq.g7551.t1,268,109,0
Porites_compressa_HIv1___RNAseq.g7552.t1,363,239,30
Porites_compressa_HIv1___RNAseq.g7555.t1,1,5,10
Porites_compressa_HIv1___RNAseq.g7556.t1,2,0,7
Porites_compressa_HIv1___RNAseq.g7557.t1,96,1105,158
Porites_compressa_HIv1___RNAseq.g7558.t1,292,1727,432
Porites_compressa_HIv1___RNAseq.g7559.t1,394,505,675
Porites_compressa_HIv1___RNAseq.19497_t,174,0,343
Porites_compressa_HIv1___RNAseq.g7562.t1,379,292,364
Porites_compressa_HIv1___TS.g7222.t1,509,797,22
Porites_compressa_HIv1___RNAseq.g7567.t1,243,0,0
Porites_compressa_HIv1___RNAseq.g7568.t1,8,34,0
Porites_compressa_HIv1___TS.g7227.t1,85,0,891
Porites_compressa_HIv1___RNAseq.g7572.t1,17,0,0
Porites_compressa_HIv1___RNAseq.g7576.t1,9,322,315
Porites_compressa_HIv1___RNAseq.g7577.t1,1,1,0
Porites_compressa_HIv1___RNAseq.g7579.t1,1,0,0
Porites_compressa_HIv1___RNAseq.g7586.t1,34,405,0
Porites_compressa_HIv1___TS.g7245.t1,55,0,0
Porites_compressa_HIv1___TS.g7247.t1,8,0,0
Porites_compressa_HIv1___TS.g7260.t1,86,0,0
Porites_compressa_HIv1___RNAseq.g7604.t1,3,11,0
Porites_compressa_HIv1___RNAseq.g7605.t1,1,0,0
Porites_compressa_HIv1___RNAseq.g7608.t1,603,2712,1704
Porites_compressa_HIv1___RNAseq.g7610.t1,783,668,389
Porites_compressa_HIv1___RNAseq.g7614.t1,42,62,16
Porites_compressa_HIv1___RNAseq.g7615.t1a,245,699,493
Porites_compressa_HIv1___RNAseq.g7615.t1b,1374,3848,3461
Porites_compressa_HIv1___RNAseq.g7616.t1,8067,10770,3035
Porites_compressa_HIv1___TS.g7274.t1,59,674,0
Porites_compressa_HIv1___RNAseq.g7623.t1,224,607,63
Porites_compressa_HIv1___RNAseq.g7625.t1,943,1227,1238
Porites_compressa_HIv1___RNAseq.g7626.t1,103,312,13
Porites_compressa_HIv1___RNAseq.g7628.t1,100,328,0
Porites_compressa_HIv1___TS.g7285.t1,340,3,228
Porites_compressa_HIv1___RNAseq.g7632.t1,1,0,1
Porites_compressa_HIv1___RNAseq.g7633.t1,1,318,19
Porites_compressa_HIv1___TS.g7290.t1,134,0,377
Porites_compressa_HIv1___RNAseq.g7639.t1,4134,3051,4055
Porites_compressa_HIv1___TS.g7297.t1,355,526,331
Porites_compressa_HIv1___RNAseq.g7649.t1,20,132,36
Porites_compressa_HIv1___RNAseq.g7651.t1,1,0,1
Porites_compressa_HIv1___RNAseq.g7655.t1,6,0,5
Porites_compressa_HIv1___RNAseq.19588_t,162,245,165
Porites_compressa_HIv1___RNAseq.g7658.t1,14,18,0
Porites_compressa_HIv1___RNAseq.g7659.t1,20,0,0
Porites_compressa_HIv1___RNAseq.g7661.t1,51,125,31
Porites_compressa_HIv1___RNAseq.g7664.t1,147,418,370
Porites_compressa_HIv1___RNAseq.g7665.t1,14,9,0
Porites_compressa_HIv1___RNAseq.g7667.t1,33,152,20
Porites_compressa_HIv1___RNAseq.g7668.t1,276,92,0
Porites_compressa_HIv1___RNAseq.g7671.t1,6,0,0
Porites_compressa_HIv1___RNAseq.g7672.t1,153,742,516
Porites_compressa_HIv1___RNAseq.g7673.t1,97,127,14
Porites_compressa_HIv1___RNAseq.g7674.t1,17,41,65
Porites_compressa_HIv1___RNAseq.g7675.t1,451,254,0
Porites_compressa_HIv1___RNAseq.g7676.t1,131,807,743
Porites_compressa_HIv1___RNAseq.g7677.t1,364,571,348
Porites_compressa_HIv1___RNAseq.g7678.t1,105,1404,174
Porites_compressa_HIv1___RNAseq.g7679.t4,1603,684,863
Porites_compressa_HIv1___RNAseq.g7681.t1,2,9,0
Porites_compressa_HIv1___TS.g7341.t1,21,285,352
Porites_compressa_HIv1___RNAseq.g7688.t1,658,1405,589
Porites_compressa_HIv1___RNAseq.g7690.t1,172,675,272
Porites_compressa_HIv1___RNAseq.g7691.t1,412,0,767
Porites_compressa_HIv1___RNAseq.g7695.t1,496,1128,2331
Porites_compressa_HIv1___RNAseq.g7699.t1,294,957,0
Porites_compressa_HIv1___RNAseq.g7708.t1,97,174,308
Porites_compressa_HIv1___TS.g7366.t1,1591,1916,2992
Porites_compressa_HIv1___TS.g7367.t1,744,363,126
Porites_compressa_HIv1___RNAseq.g7711.t1,198,76,142
Porites_compressa_HIv1___RNAseq.g7714.t1,13,120,0
Porites_compressa_HIv1___RNAseq.g7715.t1,22,120,0
Porites_compressa_HIv1___RNAseq.g7720.t1,215,162,0
Porites_compressa_HIv1___RNAseq.g7725.t1,202,203,214
Porites_compressa_HIv1___RNAseq.g7727.t1,2452,2907,2614
Porites_compressa_HIv1___RNAseq.g7728.t1,530,1012,287
Porites_compressa_HIv1___RNAseq.g7730.t1,63,186,41
Porites_compressa_HIv1___TS.g7386.t1,12,1,1
Porites_compressa_HIv1___RNAseq.g7732.t1,47,68,197
Porites_compressa_HIv1___RNAseq.g7734.t1,454,1289,316
Porites_compressa_HIv1___RNAseq.g7735.t1,87,115,0
Porites_compressa_HIv1___RNAseq.g7736.t1,695,899,467
Porites_compressa_HIv1___TS.g7392.t1a,1,0,0
Porites_compressa_HIv1___RNAseq.g7741.t1,222,292,366
Porites_compressa_HIv1___RNAseq.g7748.t1,348,0,344
Porites_compressa_HIv1___RNAseq.g7752.t1,311,191,330
Porites_compressa_HIv1___RNAseq.g7754.t1,995,778,469
Porites_compressa_HIv1___RNAseq.g7757.t1a,1,0,77
Porites_compressa_HIv1___RNAseq.g7759.t1,242,165,147
Porites_compressa_HIv1___RNAseq.g7761.t1,14237,16573,11311
Porites_compressa_HIv1___RNAseq.g7763.t1,159,231,0
Porites_compressa_HIv1___RNAseq.g7764.t1,161,296,0
Porites_compressa_HIv1___RNAseq.g7765.t1a,26,12,83
Porites_compressa_HIv1___RNAseq.g7766.t1,1,0,0
Porites_compressa_HIv1___RNAseq.g7767.t1,1,0,0
Porites_compressa_HIv1___RNAseq.g7768.t1,279,232,72
Porites_compressa_HIv1___TS.g7422.t1,1764,3227,3317
Porites_compressa_HIv1___RNAseq.g7770.t1,366,1211,532
Porites_compressa_HIv1___TS.g7424.t1,2,0,0
Porites_compressa_HIv1___RNAseq.g9415.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9416.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9417.t1,0,0,1
Porites_compressa_HIv1___RNAseq.g9418.t1b,0,0,0
Porites_compressa_HIv1___RNAseq.g9418.t1a,0,0,0
Porites_compressa_HIv1___RNAseq.g9419.t1,0,0,0
Porites_compressa_HIv1___TS.g21984.t1,0,0,1
Porites_compressa_HIv1___RNAseq.g9421.t1,0,0,60
Porites_compressa_HIv1___TS.g21987.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9423.t1,0,384,752
Porites_compressa_HIv1___RNAseq.g9424.t1,0,216,783
Porites_compressa_HIv1___TS.g21990.t1,0,11,156
Porites_compressa_HIv1___RNAseq.g9426.t1,0,1,0
Porites_compressa_HIv1___RNAseq.g9427.t1,0,39,1
Porites_compressa_HIv1___RNAseq.g9428.t1,0,981,344
Porites_compressa_HIv1___RNAseq.g9430.t1,0,0,151
Porites_compressa_HIv1___RNAseq.g9433.t1,0,0,232
Porites_compressa_HIv1___TS.g21999.t1,0,0,98
Porites_compressa_HIv1___RNAseq.g9436.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9437.t1,0,3,1
Porites_compressa_HIv1___RNAseq.g9438.t1,0,0,1
Porites_compressa_HIv1___RNAseq.g9442.t1,0,0,0
Porites_compressa_HIv1___TS.g22006.t1,0,0,0
Porites_compressa_HIv1___TS.g22007.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9446.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9447.t1,0,218,14
Porites_compressa_HIv1___TS.g22012.t1,0,0,0
Porites_compressa_HIv1___TS.g22013.t1a,0,0,0
Porites_compressa_HIv1___RNAseq.g9451.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9455.t1,0,0,0
Porites_compressa_HIv1___TS.g22019.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9460.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9461.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9462.t2,0,0,0
Porites_compressa_HIv1___RNAseq.g9464.t1,0,0,29
Porites_compressa_HIv1___RNAseq.g9465.t1,0,72,0
Porites_compressa_HIv1___RNAseq.g9466.t1,0,167,0
Porites_compressa_HIv1___RNAseq.g9468.t1,0,980,619
Porites_compressa_HIv1___RNAseq.g9470.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9471.t1,0,40,0
Porites_compressa_HIv1___RNAseq.g9472.t2,0,5,0
Porites_compressa_HIv1___RNAseq.g9474.t2,0,0,0
Porites_compressa_HIv1___RNAseq.g9475.t1,0,375,0
Porites_compressa_HIv1___RNAseq.g9476.t1,0,0,0
Porites_compressa_HIv1___TS.g22039.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9479.t1,0,26,382
Porites_compressa_HIv1___RNAseq.g9480.t1,0,0,29
Porites_compressa_HIv1___RNAseq.g9481.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9482.t1,0,0,0
Porites_compressa_HIv1___RNAseq.19773_t,0,0,0
Porites_compressa_HIv1___RNAseq.g9484.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9485.t1,0,155,36
Porites_compressa_HIv1___RNAseq.g9486.t1,0,6,0
Porites_compressa_HIv1___RNAseq.g9489.t1,0,51,0
Porites_compressa_HIv1___TS.g22053.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9494.t1,0,0,299
Porites_compressa_HIv1___RNAseq.g9495.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9496.t1,0,0,96
Porites_compressa_HIv1___RNAseq.g9497.t1,0,165,80
Porites_compressa_HIv1___TS.g22063.t1,0,0,1
Porites_compressa_HIv1___RNAseq.g9504.t1a,0,0,0
Porites_compressa_HIv1___RNAseq.g9505.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9506.t1,0,0,44
Porites_compressa_HIv1___TS.g22067.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9510.t1,0,0,0
Porites_compressa_HIv1___TS.g22071.t1,0,0,1
Porites_compressa_HIv1___RNAseq.g9512.t1,0,0,0
Porites_compressa_HIv1___TS.g22073.t1b,0,0,1
Porites_compressa_HIv1___TS.g22073.t1a,0,0,0
Porites_compressa_HIv1___RNAseq.g9514.t1a,0,0,0
Porites_compressa_HIv1___RNAseq.g9514.t1b,0,0,0
Porites_compressa_HIv1___RNAseq.g9516.t1,0,0,14
Porites_compressa_HIv1___RNAseq.g9519.t1,0,0,0
Porites_compressa_HIv1___TS.g22080.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9520.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9522.t1,0,0,119
Porites_compressa_HIv1___RNAseq.g9523.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9525.t1,0,0,0
Porites_compressa_HIv1___TS.g22086.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9528.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9530.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9532.t1,0,0,17
Porites_compressa_HIv1___RNAseq.g9534.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9536.t1,0,0,8
Porites_compressa_HIv1___RNAseq.g9537.t1,0,0,0
Porites_compressa_HIv1___TS.g22099.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9543.t1b,0,0,103
Porites_compressa_HIv1___RNAseq.g9543.t1a,0,0,0
Porites_compressa_HIv1___RNAseq.g9545.t1,0,116,23
Porites_compressa_HIv1___RNAseq.g9547.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9548.t1,0,55,223
Porites_compressa_HIv1___RNAseq.g9549.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9550.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9551.t1,0,0,0
Porites_compressa_HIv1___TS.g22110.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9553.t1,0,8,11
Porites_compressa_HIv1___RNAseq.g9554.t1,0,0,0
Porites_compressa_HIv1___TS.g22113.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9556.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9557.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9561.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9562.t1,0,0,0
Porites_compressa_HIv1___TS.g22123.t1,0,0,10
Porites_compressa_HIv1___RNAseq.g9570.t1,0,0,38
Porites_compressa_HIv1___RNAseq.g9571.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9572.t1,0,0,1
Porites_compressa_HIv1___RNAseq.g9573.t1,0,0,0
Porites_compressa_HIv1___TS.g22133.t1,0,24,0
Porites_compressa_HIv1___TS.g22137.t1,0,0,0
Porites_compressa_HIv1___TS.g22138.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9584.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9587.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9588.t1,0,98,0
Porites_compressa_HIv1___RNAseq.g9589.t1,0,219,17
Porites_compressa_HIv1___RNAseq.g9590.t1,0,0,0
Porites_compressa_HIv1___TS.g22147.t1,0,0,0
Porites_compressa_HIv1___TS.g22151.t1,0,0,0
Porites_compressa_HIv1___TS.g22152.t1,0,0,0
Porites_compressa_HIv1___TS.g22153.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9602.t1,0,0,0
Porites_compressa_HIv1___TS.g22156.t1,0,0,45
Porites_compressa_HIv1___RNAseq.g9605.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9606.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9607.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9609.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9610.t1,0,35,0
Porites_compressa_HIv1___RNAseq.g9611.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9612.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9613.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9615.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9616.t1,0,1,0
Porites_compressa_HIv1___TS.g22170.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9617.t1,0,0,0
Porites_compressa_HIv1___TS.g22172.t1,0,4,1
Porites_compressa_HIv1___RNAseq.g9618.t1,0,0,0
Porites_compressa_HIv1___TS.g22174.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9620.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9621.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9622.t1,0,0,178
Porites_compressa_HIv1___RNAseq.g9624.t1,0,0,1
Porites_compressa_HIv1___RNAseq.g9625.t1,0,192,100
Porites_compressa_HIv1___RNAseq.g9626.t1,0,0,60
Porites_compressa_HIv1___RNAseq.g9628.t1b,0,0,0
Porites_compressa_HIv1___RNAseq.g9628.t1a,0,0,0
Porites_compressa_HIv1___RNAseq.g9630.t1,0,490,101
Porites_compressa_HIv1___RNAseq.g9632.t1,0,112,47
Porites_compressa_HIv1___RNAseq.g9633.t1,0,524,89
Porites_compressa_HIv1___TS.g22194.t1,0,0,1
Porites_compressa_HIv1___RNAseq.g9640.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9641.t1,0,0,0
Porites_compressa_HIv1___TS.g22196.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9644.t1,0,0,44
Porites_compressa_HIv1___RNAseq.g9645.t1,0,0,8
Porites_compressa_HIv1___RNAseq.g9646.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9647.t1,0,0,125
Porites_compressa_HIv1___RNAseq.g9648.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9650.t1,0,26,0
Porites_compressa_HIv1___RNAseq.g9653.t1,0,0,0
Porites_compressa_HIv1___TS.g22208.t1,0,64,0
Porites_compressa_HIv1___RNAseq.g9656.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9657.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9660.t1,0,0,0
Porites_compressa_HIv1___RNAseq.19908_t,0,0,0
Porites_compressa_HIv1___RNAseq.g9662.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9663.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9664.t1,0,0,0
Porites_compressa_HIv1___TS.g22217.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g9666.t1,0,0,0
Porites_compressa_HIv1___TS.g21981.t1,382,0,0
Porites_compressa_HIv1___RNAseq.g9420.t1,1,0,1
Porites_compressa_HIv1___RNAseq.g9429.t1,68,275,933
Porites_compressa_HIv1___RNAseq.g9431.t1,11,363,552
Porites_compressa_HIv1___RNAseq.g9432.t1,516,1472,3515
Porites_compressa_HIv1___RNAseq.g9439.t1,3788,4734,5679
Porites_compressa_HIv1___RNAseq.g9440.t2,1509,1507,1242
Porites_compressa_HIv1___RNAseq.g9441.t1,107,701,53
Porites_compressa_HIv1___RNAseq.g9445.t1,64,535,59
Porites_compressa_HIv1___RNAseq.g9448.t1,43,193,0
Porites_compressa_HIv1___TS.g22013.t1b,7,7,1
Porites_compressa_HIv1___RNAseq.g9452.t1,298,29,181
Porites_compressa_HIv1___TS.g22016.t1,127,439,635
Porites_compressa_HIv1___RNAseq.g9454.t1,755,1125,107
Porites_compressa_HIv1___TS.g22020.t1,67,0,954
Porites_compressa_HIv1___RNAseq.19752_t,1102,1336,1937
Porites_compressa_HIv1___RNAseq.g9467.t1,229,45,52
Porites_compressa_HIv1___RNAseq.g9469.t1,3046,12070,3086
Porites_compressa_HIv1___RNAseq.g9473.t1,1,0,0
Porites_compressa_HIv1___RNAseq.g9477.t1,4,0,324
Porites_compressa_HIv1___RNAseq.g9487.t1,45,12,56
Porites_compressa_HIv1___RNAseq.g9488.t1b,1,0,0
Porites_compressa_HIv1___RNAseq.g9488.t1a,33,59,31
Porites_compressa_HIv1___RNAseq.g9490.t1,33,415,302
Porites_compressa_HIv1___RNAseq.g9491.t1,97,1352,395
Porites_compressa_HIv1___RNAseq.g9492.t1,812,2910,2957
Porites_compressa_HIv1___RNAseq.g9498.t1,341,625,347
Porites_compressa_HIv1___RNAseq.g9499.t1,231,204,0
Porites_compressa_HIv1___RNAseq.g9500.t1,10,67,7
Porites_compressa_HIv1___RNAseq.g9501.t1,448,323,0
Porites_compressa_HIv1___RNAseq.g9502.t1,48,0,107
Porites_compressa_HIv1___RNAseq.g9503.t1,69,878,33
Porites_compressa_HIv1___RNAseq.g9504.t1b,1,0,1
Porites_compressa_HIv1___RNAseq.g9508.t1,19,136,0
Porites_compressa_HIv1___RNAseq.g9509.t1,1,0,1
Porites_compressa_HIv1___RNAseq.g9514.t1c,67,61,0
Porites_compressa_HIv1___RNAseq.g9515.t1,6063,6032,7692
Porites_compressa_HIv1___RNAseq.g9517.t1,136,295,0
Porites_compressa_HIv1___RNAseq.g9518.t1,146,17,51
Porites_compressa_HIv1___RNAseq.g9521.t1,109,20,147
Porites_compressa_HIv1___TS.g22085.t1,13,244,331
Porites_compressa_HIv1___RNAseq.g9527.t1,1,0,0
Porites_compressa_HIv1___RNAseq.g9529.t1,30,0,0
Porites_compressa_HIv1___RNAseq.g9531.t1,88,31,66
Porites_compressa_HIv1___RNAseq.19793_t,5,0,0
Porites_compressa_HIv1___RNAseq.g9535.t1,11,3,2
Porites_compressa_HIv1___RNAseq.g9538.t1,29,3,8
Porites_compressa_HIv1___RNAseq.g9541.t1,340,335,349
Porites_compressa_HIv1___RNAseq.g9542.t1,32,9,65
Porites_compressa_HIv1___TS.g22103.t1,166,517,362
Porites_compressa_HIv1___RNAseq.g9546.t1,54,21,82
Porites_compressa_HIv1___RNAseq.g9558.t1,36,14,21
Porites_compressa_HIv1___TS.g22117.t1,164,80,15
Porites_compressa_HIv1___RNAseq.g9563.t1,67,16,81
Porites_compressa_HIv1___TS.g22120.t1,8,4,0
Porites_compressa_HIv1___RNAseq.g9566.t1,337,43,0
Porites_compressa_HIv1___RNAseq.g9567.t1,45,37,1
Porites_compressa_HIv1___RNAseq.g9569.t1,15,6,21
Porites_compressa_HIv1___RNAseq.g9574.t1,7,4,0
Porites_compressa_HIv1___RNAseq.g9575.t1,1,0,0
Porites_compressa_HIv1___RNAseq.g9576.t1,30,5,10
Porites_compressa_HIv1___RNAseq.g9577.t1,55,27,8
Porites_compressa_HIv1___RNAseq.g9579.t1,33,8,0
Porites_compressa_HIv1___RNAseq.g9580.t1,1,0,1
Porites_compressa_HIv1___RNAseq.g9581.t1,167,85,13
Porites_compressa_HIv1___RNAseq.g9585.t1,120,22,246
Porites_compressa_HIv1___RNAseq.g9586.t1,14,1,1
Porites_compressa_HIv1___TS.g22146.t1b,1,123,0
Porites_compressa_HIv1___TS.g22146.t1a,141,237,194
Porites_compressa_HIv1___RNAseq.g9593.t1,781,0,117
Porites_compressa_HIv1___RNAseq.g9596.t1,214,1674,284
Porites_compressa_HIv1___RNAseq.g9597.t1,1,0,0
Porites_compressa_HIv1___RNAseq.g9598.t1,1879,3312,2783
Porites_compressa_HIv1___RNAseq.g9603.t1,146,437,446
Porites_compressa_HIv1___RNAseq.g9608.t1,10,0,24
Porites_compressa_HIv1___TS.g22165.t1,124,0,0
Porites_compressa_HIv1___RNAseq.g9614.t1,691,351,338
Porites_compressa_HIv1___RNAseq.g9623.t1,181,0,93
Porites_compressa_HIv1___RNAseq.g9627.t1,81,0,0
Porites_compressa_HIv1___RNAseq.g9629.t1,7944,7238,10963
Porites_compressa_HIv1___RNAseq.g9631.t1,56,576,357
Porites_compressa_HIv1___TS.g22192.t1,2164,0,4402
Porites_compressa_HIv1___RNAseq.g9635.t1,609,0,358
Porites_compressa_HIv1___RNAseq.g9636.t1,452,0,42
Porites_compressa_HIv1___RNAseq.g9637.t1,599,0,0
Porites_compressa_HIv1___RNAseq.g9638.t1,752,0,307
Porites_compressa_HIv1___TS.g22202.t1,845,777,1441
Porites_compressa_HIv1___RNAseq.g9651.t1,857,500,1570
Porites_compressa_HIv1___RNAseq.g9652.t1,726,1144,1433
Porites_compressa_HIv1___TS.g22207.t3,1058,1497,2321
Porites_compressa_HIv1___RNAseq.g9658.t1,5,12,10
Porites_compressa_HIv1___RNAseq.g9659.t1,3,5,6
Porites_compressa_HIv1___TS.g39307.t1,0,150,0
Porites_compressa_HIv1___RNAseq.g38741.t1,0,139,0
Porites_compressa_HIv1___RNAseq.g38742.t4,0,89,0
Porites_compressa_HIv1___RNAseq.g38745.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g38747.t1,0,0,0
