gene_id,POR_13_S81,POR_34_S82,POR_61_S83
Porites_compressa_HIv1___TS.g33826.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40031.t1,0,0,7
Porites_compressa_HIv1___TS.g33829.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40033.t2,0,0,0
Porites_compressa_HIv1___RNAseq.g40035.t1,0,304,62
Porites_compressa_HIv1___TS.g33834.t1,0,0,530
Porites_compressa_HIv1___RNAseq.g40038.t1,0,0,326
Porites_compressa_HIv1___RNAseq.g40039.t1,0,0,180
Porites_compressa_HIv1___RNAseq.g40040.t1,0,0,0
Porites_compressa_HIv1___TS.g33838.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40042.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40048.t1,0,423,379
Porites_compressa_HIv1___RNAseq.g40049.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40050.t1,0,114,38
Porites_compressa_HIv1___RNAseq.g40052.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40053.t1,0,0,0
Porites_compressa_HIv1___TS.g33851.t1,0,0,0
Porites_compressa_HIv1___TS.g33852.t1,0,0,0
Porites_compressa_HIv1___TS.g33855.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40058.t1,0,0,46
Porites_compressa_HIv1___RNAseq.g40060.t1,0,439,0
Porites_compressa_HIv1___RNAseq.g40062.t1,0,0,0
Porites_compressa_HIv1___TS.g33861.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40065.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40067.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40068.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40069.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40071.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40072.t1,0,24,0
Porites_compressa_HIv1___RNAseq.10186_t,0,0,12
Porites_compressa_HIv1___RNAseq.g40075.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40076.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40078.t1,0,133,0
Porites_compressa_HIv1___RNAseq.g40079.t1,0,514,229
Porites_compressa_HIv1___TS.g33879.t1,0,0,0
Porites_compressa_HIv1___TS.g33880.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40085.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40087.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40090.t1,0,59,0
Porites_compressa_HIv1___RNAseq.g40091.t1,0,1217,815
Porites_compressa_HIv1___TS.g33893.t1b,0,0,0
Porites_compressa_HIv1___RNAseq.g40094.t1,0,310,151
Porites_compressa_HIv1___RNAseq.g40095.t1,0,245,0
Porites_compressa_HIv1___RNAseq.g40097.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40098.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40099.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40100.t1,0,0,0
Porites_compressa_HIv1___TS.g33901.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40103.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40106.t1,0,0,0
Porites_compressa_HIv1___TS.g33909.t1,0,0,0
Porites_compressa_HIv1___TS.g33910.t1,0,0,0
Porites_compressa_HIv1___TS.g33911.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40111.t1,0,28,0
Porites_compressa_HIv1___RNAseq.g40112.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40113.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40114.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40115.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40116.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40118.t1,0,28,0
Porites_compressa_HIv1___RNAseq.g40120.t1,0,0,17
Porites_compressa_HIv1___RNAseq.g40121.t1,0,0,0
Porites_compressa_HIv1___TS.g33920.t2,0,0,0
Porites_compressa_HIv1___RNAseq.g40122.t1,0,0,1
Porites_compressa_HIv1___RNAseq.g40124.t1,0,71,0
Porites_compressa_HIv1___RNAseq.g40125.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40126.t1,0,7,0
Porites_compressa_HIv1___RNAseq.g40127.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40128.t1,0,0,0
Porites_compressa_HIv1___TS.g33927.t1a,0,1,1
Porites_compressa_HIv1___RNAseq.g40133.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40134.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40135.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40136.t1,0,216,35
Porites_compressa_HIv1___RNAseq.g40140.t1,0,1737,386
Porites_compressa_HIv1___RNAseq.g40147.t1,0,47,173
Porites_compressa_HIv1___RNAseq.g40149.t1,0,0,81
Porites_compressa_HIv1___TS.g33945.t1,0,21,0
Porites_compressa_HIv1___RNAseq.g40152.t1,0,0,0
Porites_compressa_HIv1___RNAseq.10272_t,0,10,0
Porites_compressa_HIv1___TS.g33948.t1,0,1,0
Porites_compressa_HIv1___TS.g33949.t1,0,21,125
Porites_compressa_HIv1___TS.g33951.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40159.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40161.t1,0,459,33
Porites_compressa_HIv1___RNAseq.g40162.t1,0,446,125
Porites_compressa_HIv1___RNAseq.g40163.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40165.t1,0,20,233
Porites_compressa_HIv1___TS.g33959.t1,0,0,1
Porites_compressa_HIv1___RNAseq.g40166.t1,0,0,0
Porites_compressa_HIv1___TS.g33961.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40167.t1,0,222,0
Porites_compressa_HIv1___TS.g33963.t2,0,95,135
Porites_compressa_HIv1___RNAseq.g40169.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40171.t1,0,1,258
Porites_compressa_HIv1___RNAseq.g40172.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40173.t1,0,152,390
Porites_compressa_HIv1___RNAseq.g40174.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40175.t1,0,0,1
Porites_compressa_HIv1___RNAseq.g40176.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40179.t1,0,0,0
Porites_compressa_HIv1___TS.g33977.t2b,0,0,0
Porites_compressa_HIv1___TS.g33978.t1,0,0,21
Porites_compressa_HIv1___RNAseq.g40188.t1,0,0,1
Porites_compressa_HIv1___RNAseq.g40189.t1,0,0,272
Porites_compressa_HIv1___TS.g33985.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40192.t1,0,85,0
Porites_compressa_HIv1___RNAseq.g40195.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40197.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40198.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40199.t1,0,1,1
Porites_compressa_HIv1___RNAseq.g40201.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40202.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40204.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40205.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40207.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40208.t1,0,489,1
Porites_compressa_HIv1___RNAseq.g40209.t1,0,0,0
Porites_compressa_HIv1___TS.g34004.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40211.t1,0,188,0
Porites_compressa_HIv1___RNAseq.g40212.t1,0,0,0
Porites_compressa_HIv1___RNAseq.10337_t,0,0,0
Porites_compressa_HIv1___RNAseq.g40214.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40215.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40216.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40217.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40218.t1,0,0,0
Porites_compressa_HIv1___TS.g34015.t1,0,50,0
Porites_compressa_HIv1___RNAseq.g40222.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40223.t1,0,0,157
Porites_compressa_HIv1___TS.g34019.t1,0,0,0
Porites_compressa_HIv1___TS.g34026.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40232.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40233.t1,0,13,0
Porites_compressa_HIv1___RNAseq.g40235.t1,0,6,0
Porites_compressa_HIv1___RNAseq.10360_t,0,0,0
Porites_compressa_HIv1___RNAseq.g40238.t1,0,184,191
Porites_compressa_HIv1___RNAseq.g40240.t1,0,0,0
Porites_compressa_HIv1___RNAseq.10364_t,0,0,0
Porites_compressa_HIv1___RNAseq.g40242.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40243.t1,0,0,0
Porites_compressa_HIv1___TS.g34039.t1,0,11,0
Porites_compressa_HIv1___TS.g34040.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40248.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40249.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40254.t1,0,118,0
Porites_compressa_HIv1___TS.g34048.t1,0,0,0
Porites_compressa_HIv1___TS.g34049.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40257.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40258.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40259.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40260.t1,0,0,0
Porites_compressa_HIv1___RNAseq.10383_t,0,0,159
Porites_compressa_HIv1___RNAseq.g40263.t1,0,7,0
Porites_compressa_HIv1___RNAseq.g40264.t1,0,48,0
Porites_compressa_HIv1___RNAseq.g40265.t1,0,252,205
Porites_compressa_HIv1___RNAseq.g40268.t1,0,69,0
Porites_compressa_HIv1___RNAseq.g40269.t1,0,0,0
Porites_compressa_HIv1___RNAseq.10392_t,0,47,0
Porites_compressa_HIv1___RNAseq.g40272.t1a,0,297,52
Porites_compressa_HIv1___RNAseq.g40273.t1,0,45,0
Porites_compressa_HIv1___RNAseq.g40274.t1,0,2,2
Porites_compressa_HIv1___RNAseq.g40275.t1,0,37,149
Porites_compressa_HIv1___TS.g34074.t1,0,69,71
Porites_compressa_HIv1___RNAseq.g40280.t1,0,53,0
Porites_compressa_HIv1___RNAseq.g40287.t1,0,0,9
Porites_compressa_HIv1___RNAseq.g40288.t1,0,70,9
Porites_compressa_HIv1___RNAseq.g40289.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40290.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40292.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40293.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g40295.t1,0,0,2
Porites_compressa_HIv1___RNAseq.g40296.t1,0,0,125
Porites_compressa_HIv1___RNAseq.g40297.t1,0,126,51
Porites_compressa_HIv1___TS.g34095.t1,0,213,125
Porites_compressa_HIv1___RNAseq.g39932.t1,122,216,0
Porites_compressa_HIv1___RNAseq.g39934.t1,149,28,0
Porites_compressa_HIv1___RNAseq.g39935.t1,107,297,589
Porites_compressa_HIv1___RNAseq.g39936.t1,6,0,0
Porites_compressa_HIv1___TS.g33732.t1,34,34,184
Porites_compressa_HIv1___RNAseq.g39941.t1,32,0,0
Porites_compressa_HIv1___RNAseq.g39955.t1,163,124,0
Porites_compressa_HIv1___RNAseq.g39957.t1,4,5,0
Porites_compressa_HIv1___RNAseq.g39962.t1,61,0,0
Porites_compressa_HIv1___RNAseq.g39965.t1,14,35,8
Porites_compressa_HIv1___RNAseq.g39976.t1,70,706,953
Porites_compressa_HIv1___RNAseq.g39977.t1,42,341,65
Porites_compressa_HIv1___RNAseq.g39978.t1,360,81,12
Porites_compressa_HIv1___RNAseq.g39981.t1,428,0,20
Porites_compressa_HIv1___TS.g33779.t1,85,1349,552
Porites_compressa_HIv1___RNAseq.g39986.t1,438,1216,508
Porites_compressa_HIv1___RNAseq.g39988.t1,16,410,393
Porites_compressa_HIv1___RNAseq.g40028.t1,29,0,0
Porites_compressa_HIv1___TS.g33825.t1,1,3,3
Porites_compressa_HIv1___TS.g33828.t1,0,13,9
Porites_compressa_HIv1___RNAseq.g40034.t1,223,2127,1469
Porites_compressa_HIv1___TS.g33833.t1,333,592,203
Porites_compressa_HIv1___RNAseq.g40043.t3,493,311,709
Porites_compressa_HIv1___RNAseq.g40044.t1,926,2800,1828
Porites_compressa_HIv1___RNAseq.g40045.t3,1987,3802,2438
Porites_compressa_HIv1___RNAseq.g40046.t1,621,105,225
Porites_compressa_HIv1___RNAseq.g40047.t2,762,1349,3752
Porites_compressa_HIv1___RNAseq.g40051.t1,937,900,364
Porites_compressa_HIv1___RNAseq.g40056.t1,377,0,0
Porites_compressa_HIv1___RNAseq.g40057.t2,147,335,666
Porites_compressa_HIv1___RNAseq.g40059.t1,45,193,0
Porites_compressa_HIv1___RNAseq.g40061.t1,4,31,0
Porites_compressa_HIv1___RNAseq.g40064.t1,37,512,380
Porites_compressa_HIv1___RNAseq.g40066.t1,1,0,0
Porites_compressa_HIv1___RNAseq.g40070.t1,1,0,0
Porites_compressa_HIv1___RNAseq.g40074.t1,1,0,0
Porites_compressa_HIv1___RNAseq.g40077.t1,181,100,0
Porites_compressa_HIv1___TS.g33878.t1,586,637,443
Porites_compressa_HIv1___RNAseq.g40082.t1,637,1359,0
Porites_compressa_HIv1___RNAseq.g40083.t1,1996,1523,62
Porites_compressa_HIv1___RNAseq.g40084.t1,658,2167,116
Porites_compressa_HIv1___RNAseq.g40086.t1a,2091,3160,2101
Porites_compressa_HIv1___RNAseq.g40086.t1b,5406,3355,5002
Porites_compressa_HIv1___RNAseq.g40088.t1,167,240,74
Porites_compressa_HIv1___RNAseq.g40089.t1,15,58,108
Porites_compressa_HIv1___TS.g33892.t1,657,0,0
Porites_compressa_HIv1___TS.g33893.t1a,133,2197,127
Porites_compressa_HIv1___RNAseq.g40096.t1,183,0,0
Porites_compressa_HIv1___RNAseq.g40101.t1,3,0,0
Porites_compressa_HIv1___RNAseq.g40104.t1,248,637,441
Porites_compressa_HIv1___RNAseq.g40105.t1,26,243,842
Porites_compressa_HIv1___RNAseq.g40107.t1,681,565,601
Porites_compressa_HIv1___RNAseq.g40117.t1,335,0,0
Porites_compressa_HIv1___RNAseq.g40119.t1,2007,1972,2979
Porites_compressa_HIv1___RNAseq.g40129.t1,1,0,2
Porites_compressa_HIv1___RNAseq.g40130.t1a,332,197,38
Porites_compressa_HIv1___RNAseq.g40130.t1b,355,45,235
Porites_compressa_HIv1___RNAseq.g40131.t1,1,0,1
Porites_compressa_HIv1___TS.g33927.t1b,1,1,0
Porites_compressa_HIv1___TS.g33927.t1c,1,10,11
Porites_compressa_HIv1___TS.g33932.t1,1370,4459,1272
Porites_compressa_HIv1___RNAseq.g40138.t1,34,1,1
Porites_compressa_HIv1___RNAseq.g40139.t1,241,136,0
Porites_compressa_HIv1___RNAseq.g40141.t1,2031,1759,2412
Porites_compressa_HIv1___RNAseq.g40142.t1,25372,34051,44687
Porites_compressa_HIv1___TS.g33938.t1,97,424,381
Porites_compressa_HIv1___RNAseq.g40144.t1,862,912,466
Porites_compressa_HIv1___TS.g33940.t1,289,538,125
Porites_compressa_HIv1___RNAseq.g40146.t1,32,32,28
Porites_compressa_HIv1___RNAseq.g40148.t1,1379,2205,2146
Porites_compressa_HIv1___TS.g33946.t1,1,179,0
Porites_compressa_HIv1___TS.g33950.t1,1021,1565,1763
Porites_compressa_HIv1___RNAseq.g40160.t1,5093,10094,11802
Porites_compressa_HIv1___RNAseq.g40164.t1,354,2124,817
Porites_compressa_HIv1___RNAseq.g40170.t1,443,789,1498
Porites_compressa_HIv1___RNAseq.g40177.t1,97,78,146
Porites_compressa_HIv1___RNAseq.g40178.t1,14,397,0
Porites_compressa_HIv1___TS.g33977.t2a,876,2811,36220
Porites_compressa_HIv1___TS.g33979.t1,64,148,589
Porites_compressa_HIv1___RNAseq.10306_t,9868,21225,3227
Porites_compressa_HIv1___RNAseq.g40185.t1,3361,9317,1184
Porites_compressa_HIv1___RNAseq.g40186.t1,161,731,165
Porites_compressa_HIv1___RNAseq.g40187.t1,8,447,465
Porites_compressa_HIv1___TS.g33986.t1,7,4,19
Porites_compressa_HIv1___RNAseq.g40193.t1,122,145,16
Porites_compressa_HIv1___RNAseq.g40194.t1,158,293,476
Porites_compressa_HIv1___RNAseq.g40196.t1,51,0,0
Porites_compressa_HIv1___RNAseq.g40200.t1,1,0,0
Porites_compressa_HIv1___RNAseq.g40203.t1,108,113,434
Porites_compressa_HIv1___RNAseq.g40206.t1,10381,18066,19133
Porites_compressa_HIv1___RNAseq.g40219.t1,199,770,292
Porites_compressa_HIv1___TS.g34018.t1,127,938,1768
Porites_compressa_HIv1___RNAseq.g40226.t1,404,173,488
Porites_compressa_HIv1___RNAseq.g40227.t1,121,233,0
Porites_compressa_HIv1___RNAseq.g40228.t1,251,158,0
Porites_compressa_HIv1___RNAseq.g40229.t1,3136,2962,1375
Porites_compressa_HIv1___RNAseq.g40230.t1,104,934,820
Porites_compressa_HIv1___TS.g34025.t4,269,71,174
Porites_compressa_HIv1___RNAseq.g40234.t1,1,17,1
Porites_compressa_HIv1___RNAseq.g40236.t1,10,137,42
Porites_compressa_HIv1___RNAseq.g40239.t2,156,171,0
Porites_compressa_HIv1___TS.g34043.t1b,4518,5443,7330
Porites_compressa_HIv1___TS.g34043.t1a,219,232,295
Porites_compressa_HIv1___RNAseq.g40252.t1,122,398,0
Porites_compressa_HIv1___RNAseq.g40253.t1,29165,13241,2245
Porites_compressa_HIv1___RNAseq.g40262.t1,13,60,166
Porites_compressa_HIv1___RNAseq.g40266.t1,50,0,0
Porites_compressa_HIv1___RNAseq.g40267.t1,137,0,345
Porites_compressa_HIv1___RNAseq.g40270.t1,332,528,118
Porites_compressa_HIv1___RNAseq.g40271.t1,73,204,17
Porites_compressa_HIv1___RNAseq.g40272.t1b,635,234,0
Porites_compressa_HIv1___RNAseq.g40276.t1,106,27,192
Porites_compressa_HIv1___RNAseq.g40277.t1,91,469,1063
Porites_compressa_HIv1___RNAseq.g40278.t1,724,2237,3832
Porites_compressa_HIv1___RNAseq.g40279.t1,3205,5929,6552
Porites_compressa_HIv1___RNAseq.g40281.t1,390,798,145
Porites_compressa_HIv1___RNAseq.g40282.t1,162,0,0
Porites_compressa_HIv1___RNAseq.g40283.t2,144,386,698
Porites_compressa_HIv1___RNAseq.g40284.t1,691,2488,2331
Porites_compressa_HIv1___RNAseq.g40285.t1,262,0,44
Porites_compressa_HIv1___RNAseq.g40286.t1,51,723,406
Porites_compressa_HIv1___RNAseq.g40291.t1,527,1469,1694
Porites_compressa_HIv1___RNAseq.g40294.t2,313,145,541
Porites_compressa_HIv1___RNAseq.g40298.t1,2076,2990,2590
Porites_compressa_HIv1___RNAseq.g40300.t1,199,214,31
Porites_compressa_HIv1___RNAseq.g40301.t2,490,1122,417
Porites_compressa_HIv1___RNAseq.g40302.t1,43,145,54
Porites_compressa_HIv1___RNAseq.g15717.t1,274,38,0
Porites_compressa_HIv1___RNAseq.g15714.t1,0,1,3
Porites_compressa_HIv1___TS.g17410.t1,2321,1451,1664
Porites_compressa_HIv1___RNAseq.g15713.t1,155,876,1017
Porites_compressa_HIv1___RNAseq.g25995.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25998.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g25999.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26000.t1,0,0,112
Porites_compressa_HIv1___RNAseq.g26002.t1,0,76,0
Porites_compressa_HIv1___RNAseq.g26003.t1,0,13,0
Porites_compressa_HIv1___TS.g23346.t2,0,64,162
Porites_compressa_HIv1___RNAseq.g26005.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26006.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26008.t1a,0,0,0
Porites_compressa_HIv1___RNAseq.g26009.t1,0,0,0
Porites_compressa_HIv1___TS.g23352.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26012.t1,0,30,0
Porites_compressa_HIv1___RNAseq.g26013.t2,0,1056,31
Porites_compressa_HIv1___RNAseq.g26014.t1,0,35,0
Porites_compressa_HIv1___RNAseq.g26017.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26018.t1,0,4,0
Porites_compressa_HIv1___RNAseq.g26019.t1,0,1,0
Porites_compressa_HIv1___TS.g23363.t1,0,0,0
Porites_compressa_HIv1___TS.g23365.t1b,0,0,0
Porites_compressa_HIv1___TS.g23365.t1a,0,0,0
Porites_compressa_HIv1___RNAseq.g26025.t1,0,0,236
Porites_compressa_HIv1___RNAseq.g26027.t1,0,1,0
Porites_compressa_HIv1___TS.g23373.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26032.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26034.t1,0,344,0
Porites_compressa_HIv1___TS.g23378.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26036.t1,0,0,137
Porites_compressa_HIv1___RNAseq.g26037.t1,0,0,13
Porites_compressa_HIv1___RNAseq.g26039.t1,0,0,0
Porites_compressa_HIv1___TS.g23383.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26045.t1,0,0,1
Porites_compressa_HIv1___RNAseq.g26046.t1,0,0,4
Porites_compressa_HIv1___RNAseq.g26047.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26048.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26049.t1,0,0,18
Porites_compressa_HIv1___RNAseq.g26050.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26053.t1,0,100,0
Porites_compressa_HIv1___RNAseq.g26056.t1,0,0,1
Porites_compressa_HIv1___RNAseq.g26057.t1,0,0,0
Porites_compressa_HIv1___RNAseq.10483_t,0,0,0
Porites_compressa_HIv1___RNAseq.g26059.t1,0,0,0
Porites_compressa_HIv1___TS.g23401.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26061.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26062.t1,0,0,0
Porites_compressa_HIv1___TS.g23404.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26064.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26065.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26066.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26069.t1,0,0,65
Porites_compressa_HIv1___RNAseq.g26070.t1,0,1,0
Porites_compressa_HIv1___RNAseq.g26075.t1,0,97,0
Porites_compressa_HIv1___RNAseq.g26076.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26077.t1,0,0,12
Porites_compressa_HIv1___RNAseq.g26079.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26080.t1,0,0,0
Porites_compressa_HIv1___TS.g23423.t1,0,1629,429
Porites_compressa_HIv1___RNAseq.g26082.t1,0,0,28
Porites_compressa_HIv1___RNAseq.g26083.t1,0,32,39
Porites_compressa_HIv1___RNAseq.g26087.t1b,0,0,54
Porites_compressa_HIv1___RNAseq.g26089.t1,0,0,177
Porites_compressa_HIv1___TS.g23432.t1a,0,0,0
Porites_compressa_HIv1___TS.g23434.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26094.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26097.t1,0,2,1
Porites_compressa_HIv1___RNAseq.g26098.t1c,0,8,0
Porites_compressa_HIv1___RNAseq.g26098.t1b,0,0,0
Porites_compressa_HIv1___RNAseq.g26098.t1a,0,0,0
Porites_compressa_HIv1___RNAseq.g26099.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26100.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26103.t1,0,104,0
Porites_compressa_HIv1___RNAseq.g26108.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26116.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26120.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26121.t1,0,80,35
Porites_compressa_HIv1___RNAseq.g26127.t1,0,0,4
Porites_compressa_HIv1___RNAseq.g26129.t1,0,20,328
Porites_compressa_HIv1___RNAseq.g26130.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26131.t1,0,485,72
Porites_compressa_HIv1___RNAseq.g26135.t1,0,1,34
Porites_compressa_HIv1___RNAseq.g26136.t1,0,0,0
Porites_compressa_HIv1___TS.g23476.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26139.t1,0,0,0
Porites_compressa_HIv1___TS.g23479.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26141.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26142.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26143.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26144.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26147.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26148.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26149.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26150.t1,0,0,0
Porites_compressa_HIv1___TS.g23492.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26151.t1,0,0,1
Porites_compressa_HIv1___TS.g23495.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26153.t1,0,0,0
Porites_compressa_HIv1___TS.g23498.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26157.t1,0,0,77
Porites_compressa_HIv1___TS.g23500.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26159.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26164.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26166.t1,0,0,11767
Porites_compressa_HIv1___TS.g23510.t1,0,0,0
Porites_compressa_HIv1___TS.g23511.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26169.t1,0,103,0
Porites_compressa_HIv1___RNAseq.g26171.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26173.t1,0,0,54
Porites_compressa_HIv1___RNAseq.g26174.t1,0,32,0
Porites_compressa_HIv1___RNAseq.g26175.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26176.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26177.t1,0,8,87
Porites_compressa_HIv1___RNAseq.g26178.t1,0,0,0
Porites_compressa_HIv1___TS.g23522.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26180.t1,0,0,0
Porites_compressa_HIv1___TS.g23524.t1,0,0,0
Porites_compressa_HIv1___TS.g23525.t1a,0,10,0
Porites_compressa_HIv1___TS.g23525.t1b,0,17,0
Porites_compressa_HIv1___RNAseq.g26184.t1,0,9,2
Porites_compressa_HIv1___TS.g23527.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26185.t1,0,0,0
Porites_compressa_HIv1___TS.g23528.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26187.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26188.t1,0,0,1
Porites_compressa_HIv1___RNAseq.g26189.t1,0,0,19
Porites_compressa_HIv1___RNAseq.g26190.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26191.t1,0,0,0
Porites_compressa_HIv1___TS.g23536.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26194.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26195.t1,0,0,0
Porites_compressa_HIv1___TS.g23539.t1,0,0,173
Porites_compressa_HIv1___RNAseq.g26197.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26199.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26200.t1,0,0,0
Porites_compressa_HIv1___RNAseq.g26201.t1,0,0,0
Porites_compressa_HIv1___TS.g23545.t1,0,0,0
Porites_compressa_HIv1___TS.g23546.t1,0,0,0
