"","POR_13","POR_34","POR_61"
"Porites_compressa_HIv1___RNAseq.g3285.t1",1,32,1
"Porites_compressa_HIv1___RNAseq.g3288.t1",6987,6430,14354
"Porites_compressa_HIv1___RNAseq.22528_tb",16,8,0
"Porites_compressa_HIv1___RNAseq.22528_ta",209,281,0
"Porites_compressa_HIv1___TS.g2823.t1",164,8,0
"Porites_compressa_HIv1___RNAseq.g3299.t1",27,127,173
"Porites_compressa_HIv1___RNAseq.g3317.t1",194,658,3713
"Porites_compressa_HIv1___RNAseq.g17834.t1",0,19,0
"Porites_compressa_HIv1___RNAseq.g17843.t1",0,89,2753
"Porites_compressa_HIv1___RNAseq.g17845.t1",0,357,331
"Porites_compressa_HIv1___RNAseq.g17848.t1",0,189,78
"Porites_compressa_HIv1___RNAseq.g17853.t1",0,137,4
"Porites_compressa_HIv1___RNAseq.g17858.t1",0,803,423
"Porites_compressa_HIv1___RNAseq.g17882.t1",0,421,0
"Porites_compressa_HIv1___RNAseq.g17888.t1",0,36,0
"Porites_compressa_HIv1___RNAseq.g17890.t1",0,39,65
"Porites_compressa_HIv1___RNAseq.g17891.t1",0,954,28
"Porites_compressa_HIv1___RNAseq.g17907.t1",0,0,205
"Porites_compressa_HIv1___RNAseq.g17912.t1",0,0,399
"Porites_compressa_HIv1___RNAseq.g17915.t1",0,115,5
"Porites_compressa_HIv1___RNAseq.g17923.t1",0,1218,0
"Porites_compressa_HIv1___RNAseq.g17924.t1",0,187,180
"Porites_compressa_HIv1___RNAseq.g17925.t1",0,239,0
"Porites_compressa_HIv1___RNAseq.g17930.t1",0,145,0
"Porites_compressa_HIv1___TS.g37764.t1",0,75,0
"Porites_compressa_HIv1___TS.g37766.t1",0,313,1
"Porites_compressa_HIv1___RNAseq.g17937.t1",0,182,91
"Porites_compressa_HIv1___RNAseq.g17940.t1",0,66,0
"Porites_compressa_HIv1___RNAseq.g17942.t1",0,194,208
"Porites_compressa_HIv1___RNAseq.g17945.t1",0,94,0
"Porites_compressa_HIv1___RNAseq.g17957.t1",0,0,140
"Porites_compressa_HIv1___RNAseq.g17958.t1",0,416,200
"Porites_compressa_HIv1___RNAseq.g17971.t1",0,82,0
"Porites_compressa_HIv1___RNAseq.g17974.t1",0,400,323
"Porites_compressa_HIv1___RNAseq.g17975.t1",0,59,0
"Porites_compressa_HIv1___RNAseq.g17976.t1",0,18,0
"Porites_compressa_HIv1___RNAseq.g17978.t1",0,424,1090
"Porites_compressa_HIv1___RNAseq.g17980.t1",0,133,0
"Porites_compressa_HIv1___RNAseq.g17981.t1",0,62,0
"Porites_compressa_HIv1___RNAseq.g17982.t1",0,0,182
"Porites_compressa_HIv1___RNAseq.g17987.t1",0,732,207
"Porites_compressa_HIv1___RNAseq.g17989.t1",0,62,0
"Porites_compressa_HIv1___RNAseq.22700_t",0,1,176
"Porites_compressa_HIv1___RNAseq.g17997.t1",0,308,0
"Porites_compressa_HIv1___TS.23202_t",0,411,89
"Porites_compressa_HIv1___RNAseq.g18008.t1",0,109,149
"Porites_compressa_HIv1___RNAseq.g18009.t1",0,0,17
"Porites_compressa_HIv1___RNAseq.g18011.t1",0,228,128
"Porites_compressa_HIv1___RNAseq.g18013.t1",0,126,57
"Porites_compressa_HIv1___TS.g37852.t1",0,49,0
"Porites_compressa_HIv1___RNAseq.g18034.t1",0,163,14
"Porites_compressa_HIv1___RNAseq.g18035.t1",0,170,876
"Porites_compressa_HIv1___RNAseq.g18039.t1",0,0,216
"Porites_compressa_HIv1___RNAseq.g18041.t1",0,251,194
"Porites_compressa_HIv1___RNAseq.g18042.t1",0,888,0
"Porites_compressa_HIv1___RNAseq.g18046.t1",0,0,176
"Porites_compressa_HIv1___RNAseq.g18049.t1",0,91,334
"Porites_compressa_HIv1___RNAseq.g18050.t1",0,328,0
"Porites_compressa_HIv1___RNAseq.g18051.t1",0,1,63
"Porites_compressa_HIv1___RNAseq.g18053.t1",0,252,0
"Porites_compressa_HIv1___RNAseq.g18054.t1",0,174,315
"Porites_compressa_HIv1___RNAseq.g18058.t1",0,0,40
"Porites_compressa_HIv1___RNAseq.g18059.t1",0,10,194
"Porites_compressa_HIv1___RNAseq.g18068.t1",0,109,0
"Porites_compressa_HIv1___RNAseq.g18070.t1",0,0,342
"Porites_compressa_HIv1___RNAseq.g18074.t1",0,40,29
"Porites_compressa_HIv1___RNAseq.g17832.t1",85,116,631
"Porites_compressa_HIv1___RNAseq.g17833.t1",264,0,235
"Porites_compressa_HIv1___RNAseq.g17837.t1b",28,14,8
"Porites_compressa_HIv1___TS.g37665.t1",1369,684,1387
"Porites_compressa_HIv1___RNAseq.g17840.t1",521,2708,1358
"Porites_compressa_HIv1___RNAseq.g17841.t1",778,1531,637
"Porites_compressa_HIv1___RNAseq.g17842.t1",3388,2543,1383
"Porites_compressa_HIv1___RNAseq.g17844.t1",538,232,545
"Porites_compressa_HIv1___RNAseq.g17846.t1",371,553,0
"Porites_compressa_HIv1___TS.g37677.t2",119,315,1867
"Porites_compressa_HIv1___RNAseq.g17851.t1",291,149,165
"Porites_compressa_HIv1___RNAseq.g17852.t2",891,3329,2063
"Porites_compressa_HIv1___RNAseq.g17854.t1",621,1038,658
"Porites_compressa_HIv1___RNAseq.g17855.t1",126,1228,1274
"Porites_compressa_HIv1___TS.g37684.t1",58,320,190
"Porites_compressa_HIv1___TS.g37685.t1",35,0,274
"Porites_compressa_HIv1___RNAseq.g17866.t1",26,5,13
"Porites_compressa_HIv1___RNAseq.g17867.t1",26,5,16
"Porites_compressa_HIv1___RNAseq.g17886.t1",75,53,63
"Porites_compressa_HIv1___RNAseq.g17889.t1",767,537,234
"Porites_compressa_HIv1___RNAseq.g17895.t1",345,569,0
"Porites_compressa_HIv1___RNAseq.g17896.t1",656,938,1882
"Porites_compressa_HIv1___RNAseq.g17898.t1",58,23,52
"Porites_compressa_HIv1___RNAseq.g17903.t3",196,619,209
"Porites_compressa_HIv1___TS.g37733.t1",832,632,710
"Porites_compressa_HIv1___TS.g37734.t2",2699,3418,51
"Porites_compressa_HIv1___TS.g37738.t1",731,1515,564
"Porites_compressa_HIv1___RNAseq.g17913.t1",402,1009,424
"Porites_compressa_HIv1___RNAseq.g17914.t1",327,214,218
"Porites_compressa_HIv1___RNAseq.g17916.t1",37,133,17
"Porites_compressa_HIv1___TS.g37746.t1",168,199,0
"Porites_compressa_HIv1___TS.g37755.t1",336,396,492
"Porites_compressa_HIv1___RNAseq.g17926.t1",350,382,367
"Porites_compressa_HIv1___RNAseq.g17927.t1",66,0,0
"Porites_compressa_HIv1___RNAseq.g17929.t1",231,159,0
"Porites_compressa_HIv1___RNAseq.g17931.t1",211,718,193
"Porites_compressa_HIv1___TS.g37763.t3",12,167,497
"Porites_compressa_HIv1___RNAseq.g17934.t1",1044,2066,1738
"Porites_compressa_HIv1___RNAseq.g17936.t1",22811,25269,26717
"Porites_compressa_HIv1___RNAseq.g17938.t1",223,533,622
"Porites_compressa_HIv1___RNAseq.g17939.t1",123,668,442
"Porites_compressa_HIv1___RNAseq.g17941.t1",63,41,1112
"Porites_compressa_HIv1___RNAseq.22651_t",116,408,0
"Porites_compressa_HIv1___RNAseq.g17949.t1",1185,2237,1613
"Porites_compressa_HIv1___RNAseq.g17950.t1",285,80,53
"Porites_compressa_HIv1___RNAseq.g17951.t1",178,238,0
"Porites_compressa_HIv1___TS.g37785.t1",13,1030,273
"Porites_compressa_HIv1___RNAseq.g17954.t1",87,0,3
"Porites_compressa_HIv1___TS.g37786.t1",50,157,0
"Porites_compressa_HIv1___RNAseq.g17964.t1",393,0,236
"Porites_compressa_HIv1___RNAseq.g17965.t1",1229,1262,1142
"Porites_compressa_HIv1___TS.g37795.t1",1178,4814,2135
"Porites_compressa_HIv1___RNAseq.g17967.t1",581,653,639
"Porites_compressa_HIv1___RNAseq.g17968.t1",6874,6290,9013
"Porites_compressa_HIv1___RNAseq.g17969.t1",163,268,33
"Porites_compressa_HIv1___RNAseq.g17979.t1",72,826,393
"Porites_compressa_HIv1___TS.g37809.t2",24,132,142
"Porites_compressa_HIv1___RNAseq.g17985.t1",1076,989,661
"Porites_compressa_HIv1___RNAseq.g17986.t1",254,295,39
"Porites_compressa_HIv1___RNAseq.g17988.t1",1984,3387,3787
"Porites_compressa_HIv1___RNAseq.g17990.t1",49,850,27
"Porites_compressa_HIv1___RNAseq.g18000.t1",23,9,0
"Porites_compressa_HIv1___RNAseq.g18002.t1",236,371,0
"Porites_compressa_HIv1___RNAseq.22705_t",1735,2224,880
"Porites_compressa_HIv1___RNAseq.g18005.t1",246,203,56
"Porites_compressa_HIv1___RNAseq.g18006.t1",132,312,127
"Porites_compressa_HIv1___RNAseq.g18007.t1",10,279,0
"Porites_compressa_HIv1___RNAseq.g18010.t1",393,841,0
"Porites_compressa_HIv1___RNAseq.g18014.t1",423,691,559
"Porites_compressa_HIv1___RNAseq.g18015.t1",1,128,211
"Porites_compressa_HIv1___RNAseq.g18016.t1",172,466,293
"Porites_compressa_HIv1___RNAseq.g18017.t1",339,395,179
"Porites_compressa_HIv1___RNAseq.g18018.t1",406,552,520
"Porites_compressa_HIv1___RNAseq.g18019.t2b",1221,1507,1449
"Porites_compressa_HIv1___RNAseq.g18020.t1",50,416,517
"Porites_compressa_HIv1___TS.g37854.t1",176,599,332
"Porites_compressa_HIv1___RNAseq.g18021.t1",164,290,1041
"Porites_compressa_HIv1___RNAseq.g18024.t1",1357,0,0
"Porites_compressa_HIv1___RNAseq.g18027.t1",3014,0,0
"Porites_compressa_HIv1___RNAseq.g18028.t1",1150,377,8174
"Porites_compressa_HIv1___RNAseq.g18029.t1",197,73,254
"Porites_compressa_HIv1___RNAseq.g18030.t1",22,0,0
"Porites_compressa_HIv1___RNAseq.g18031.t1",83,10,378
"Porites_compressa_HIv1___TS.g37865.t1",50,50,41
"Porites_compressa_HIv1___RNAseq.g18036.t1",325,684,368
"Porites_compressa_HIv1___RNAseq.g18037.t1",508,177,337
"Porites_compressa_HIv1___RNAseq.g18045.t1",1028,1226,1171
"Porites_compressa_HIv1___RNAseq.g18052.t1",13,144,21
"Porites_compressa_HIv1___RNAseq.g18062.t1",215,660,141
"Porites_compressa_HIv1___RNAseq.g18063.t1",9,28,2
"Porites_compressa_HIv1___RNAseq.g18064.t1",8,25,0
"Porites_compressa_HIv1___RNAseq.g18065.t1",1,4,20
"Porites_compressa_HIv1___TS.g37899.t1",1,49,187
"Porites_compressa_HIv1___RNAseq.g18069.t1",64,27,48
"Porites_compressa_HIv1___RNAseq.g18072.t1",3,11,3
"Porites_compressa_HIv1___RNAseq.g18075.t1",37,203,260
"Porites_compressa_HIv1___RNAseq.g18076.t1",53,111,24
"Porites_compressa_HIv1___RNAseq.g36270.t1",0,75,46
"Porites_compressa_HIv1___RNAseq.g36273.t1",0,180,0
"Porites_compressa_HIv1___TS.g24432.t1",0,37,50
"Porites_compressa_HIv1___RNAseq.g36279.t1",0,95,0
"Porites_compressa_HIv1___RNAseq.g36280.t1",0,81,26
"Porites_compressa_HIv1___RNAseq.g36285.t1",0,96,0
"Porites_compressa_HIv1___TS.g24449.t1",0,41,9
"Porites_compressa_HIv1___RNAseq.g36303.t1",0,39,63
"Porites_compressa_HIv1___RNAseq.g36305.t1",0,188,205
"Porites_compressa_HIv1___RNAseq.g36314.t1",0,0,44
"Porites_compressa_HIv1___RNAseq.g36318.t2",0,922,477
"Porites_compressa_HIv1___RNAseq.g36319.t1",0,0,1501
"Porites_compressa_HIv1___RNAseq.g36322.t1",0,415,24
"Porites_compressa_HIv1___RNAseq.g36324.t1",0,994,453
"Porites_compressa_HIv1___RNAseq.g36325.t1",0,165,0
"Porites_compressa_HIv1___TS.g24484.t1",0,76,159
"Porites_compressa_HIv1___RNAseq.g36327.t1",0,9,923
"Porites_compressa_HIv1___RNAseq.g36339.t1",0,301,181
"Porites_compressa_HIv1___RNAseq.g36347.t1",0,75,72
"Porites_compressa_HIv1___TS.g24505.t1",0,0,347
"Porites_compressa_HIv1___RNAseq.g36352.t1",0,421,468
"Porites_compressa_HIv1___TS.g24519.t1",0,0,50
"Porites_compressa_HIv1___RNAseq.g36373.t1",0,146,271
"Porites_compressa_HIv1___TS.g24529.t1",0,156,0
"Porites_compressa_HIv1___RNAseq.g36386.t1",0,175,0
"Porites_compressa_HIv1___RNAseq.g36388.t1",0,0,295
"Porites_compressa_HIv1___TS.g24545.t1",0,360,113
"Porites_compressa_HIv1___TS.g24558.t1",0,0,28
"Porites_compressa_HIv1___RNAseq.g36401.t1",0,0,326
"Porites_compressa_HIv1___RNAseq.g36403.t1",0,538,93
"Porites_compressa_HIv1___RNAseq.g36404.t3",0,45,683
"Porites_compressa_HIv1___RNAseq.g36413.t1",0,196,265
"Porites_compressa_HIv1___TS.g24574.t1",0,0,441
"Porites_compressa_HIv1___RNAseq.g36419.t1",0,0,99
"Porites_compressa_HIv1___TS.g24583.t1",0,0,23
"Porites_compressa_HIv1___RNAseq.g36427.t1",0,0,98
"Porites_compressa_HIv1___RNAseq.g36431.t1",0,609,395
"Porites_compressa_HIv1___RNAseq.g36440.t1",0,331,226
"Porites_compressa_HIv1___RNAseq.g36442.t1",0,435,566
"Porites_compressa_HIv1___RNAseq.g36443.t1",0,1027,337
"Porites_compressa_HIv1___RNAseq.g36454.t1",0,60,0
"Porites_compressa_HIv1___TS.g24615.t1a",0,14,0
"Porites_compressa_HIv1___RNAseq.g36458.t1",0,211,62
"Porites_compressa_HIv1___TS.g24625.t1",0,0,42
"Porites_compressa_HIv1___RNAseq.g36470.t1",0,207,0
"Porites_compressa_HIv1___TS.g24429.t1",7,53,0
"Porites_compressa_HIv1___RNAseq.g36276.t1",324,350,12
"Porites_compressa_HIv1___RNAseq.g36277.t1",4,35,0
"Porites_compressa_HIv1___RNAseq.g36278.t1",73,206,0
"Porites_compressa_HIv1___RNAseq.g36281.t1",327,946,632
"Porites_compressa_HIv1___TS.g24439.t1",190,95,0
"Porites_compressa_HIv1___RNAseq.g36283.t1",2,52,0
"Porites_compressa_HIv1___TS.g24441.t1",3,29,0
"Porites_compressa_HIv1___TS.g24443.t1",516,1030,0
"Porites_compressa_HIv1___TS.g24444.t1",60,7,0
"Porites_compressa_HIv1___RNAseq.g36289.t1",12,84,0
"Porites_compressa_HIv1___TS.g24446.t1",97,88,0
"Porites_compressa_HIv1___RNAseq.22797_t",337,837,0
"Porites_compressa_HIv1___RNAseq.g36292.t1",1,23,0
"Porites_compressa_HIv1___RNAseq.g36294.t1",256,845,108
"Porites_compressa_HIv1___RNAseq.g36295.t1",891,1228,829
"Porites_compressa_HIv1___RNAseq.g36296.t1",690,868,879
"Porites_compressa_HIv1___TS.g24459.t1",349,207,621
"Porites_compressa_HIv1___RNAseq.22809_t",22,191,244
"Porites_compressa_HIv1___TS.g24462.t1",250,856,70
"Porites_compressa_HIv1___RNAseq.g36306.t1",33,69,0
"Porites_compressa_HIv1___RNAseq.g36310.t1",45,134,27
"Porites_compressa_HIv1___RNAseq.g36311.t1",181,229,0
"Porites_compressa_HIv1___RNAseq.g36312.t1b",298,1444,82
"Porites_compressa_HIv1___RNAseq.g36315.t1",2554,4043,2589
"Porites_compressa_HIv1___RNAseq.g36316.t1",31442,46786,43997
"Porites_compressa_HIv1___RNAseq.g36317.t1",52,0,0
"Porites_compressa_HIv1___RNAseq.g36320.t1",73,224,1895
"Porites_compressa_HIv1___RNAseq.g36331.t1",60,724,700
"Porites_compressa_HIv1___RNAseq.g36332.t1",1133,1785,1508
"Porites_compressa_HIv1___TS.g24491.t1",1019,2365,1120
"Porites_compressa_HIv1___RNAseq.g36335.t1",673,591,215
"Porites_compressa_HIv1___RNAseq.g36336.t1",87,0,0
"Porites_compressa_HIv1___RNAseq.g36337.t1",318,0,0
"Porites_compressa_HIv1___RNAseq.g36340.t1",1663,3178,3459
"Porites_compressa_HIv1___RNAseq.g36341.t1",121,9,42
"Porites_compressa_HIv1___TS.g24504.t1",159,211,1052
"Porites_compressa_HIv1___RNAseq.g36351.t1",759,1223,672
"Porites_compressa_HIv1___RNAseq.g36353.t1",400,1755,1042
"Porites_compressa_HIv1___RNAseq.22857_t",1885,2528,2050
"Porites_compressa_HIv1___RNAseq.g36355.t1",360,29,1033
"Porites_compressa_HIv1___RNAseq.g36356.t1",940,1805,3308
"Porites_compressa_HIv1___RNAseq.g36359.t1",5445,6894,7916
"Porites_compressa_HIv1___RNAseq.g36360.t1",247,263,419
"Porites_compressa_HIv1___RNAseq.g36361.t1",47,0,0
"Porites_compressa_HIv1___RNAseq.g36365.t1",448,2380,14482
"Porites_compressa_HIv1___RNAseq.g36366.t1",291,0,163
"Porites_compressa_HIv1___RNAseq.g36367.t1",142,0,0
"Porites_compressa_HIv1___RNAseq.g36369.t1",59,0,0
"Porites_compressa_HIv1___TS.g24525.t2",401,500,236
"Porites_compressa_HIv1___RNAseq.g36371.t1",453,871,1467
"Porites_compressa_HIv1___RNAseq.g36372.t1",32,1964,699
"Porites_compressa_HIv1___RNAseq.g36374.t1",165,173,49
"Porites_compressa_HIv1___RNAseq.g36375.t1a",605,0,0
"Porites_compressa_HIv1___RNAseq.g36375.t1b",150,308,123
"Porites_compressa_HIv1___RNAseq.g36378.t1",96,59,459
"Porites_compressa_HIv1___RNAseq.g36379.t1",89,133,351
"Porites_compressa_HIv1___TS.g24537.t1a",251,464,794
"Porites_compressa_HIv1___TS.g24537.t1b",1,27,0
"Porites_compressa_HIv1___RNAseq.g36383.t1",236,562,714
"Porites_compressa_HIv1___RNAseq.g36384.t1",172,614,449
"Porites_compressa_HIv1___RNAseq.g36385.t1",1602,1607,1762
"Porites_compressa_HIv1___RNAseq.g36390.t1",136,10,100
"Porites_compressa_HIv1___RNAseq.g36393.t1",184,75,0
"Porites_compressa_HIv1___RNAseq.g36397.t1",61,0,0
"Porites_compressa_HIv1___RNAseq.g36402.t1",17,26,0
"Porites_compressa_HIv1___RNAseq.g36406.t1",97,1061,389
"Porites_compressa_HIv1___RNAseq.g36409.t1",577,592,392
"Porites_compressa_HIv1___RNAseq.g36410.t1",28,0,2
"Porites_compressa_HIv1___RNAseq.g36412.t1",508,107,112
"Porites_compressa_HIv1___RNAseq.g36414.t1",9,73,150
"Porites_compressa_HIv1___RNAseq.g36415.t1",3,12,16
"Porites_compressa_HIv1___RNAseq.g36420.t1",652,641,160
"Porites_compressa_HIv1___RNAseq.g36422.t1",116,619,242
"Porites_compressa_HIv1___TS.g24582.t1",964,2351,2983
"Porites_compressa_HIv1___RNAseq.g36432.t1",59,0,0
"Porites_compressa_HIv1___RNAseq.g36433.t1",62,0,166
"Porites_compressa_HIv1___RNAseq.g36436.t1",492,82,205
"Porites_compressa_HIv1___RNAseq.g36437.t1",290,0,1
"Porites_compressa_HIv1___RNAseq.g36438.t1",621,1240,679
"Porites_compressa_HIv1___RNAseq.g36441.t1",4927,10591,5801
"Porites_compressa_HIv1___RNAseq.g36444.t2",107,602,586
"Porites_compressa_HIv1___RNAseq.g36445.t1",1579,1402,1465
"Porites_compressa_HIv1___RNAseq.g36447.t1",53,0,47
"Porites_compressa_HIv1___TS.g24609.t1",239,9,0
"Porites_compressa_HIv1___RNAseq.g36452.t1",178,43,403
"Porites_compressa_HIv1___RNAseq.g36453.t1",684,970,267
"Porites_compressa_HIv1___TS.g24615.t1b",6,22,1
"Porites_compressa_HIv1___TS.g24615.t1c",2,0,20
"Porites_compressa_HIv1___TS.g24617.t1",3644,5726,5422
"Porites_compressa_HIv1___RNAseq.g36461.t1",160,67,0
"Porites_compressa_HIv1___RNAseq.g36462.t1",646,816,1282
"Porites_compressa_HIv1___TS.g24627.t1a",510,706,685
"Porites_compressa_HIv1___RNAseq.g36471.t1",59,0,0
"Porites_compressa_HIv1___TS.g21559.t1",0,0,366
"Porites_compressa_HIv1___TS.g21564.t2",0,657,75
"Porites_compressa_HIv1___RNAseq.g6563.t1",0,66,128
"Porites_compressa_HIv1___RNAseq.g6564.t1",0,139,501
"Porites_compressa_HIv1___RNAseq.g6576.t1",0,175,49
"Porites_compressa_HIv1___RNAseq.g6578.t1",0,46,0
"Porites_compressa_HIv1___RNAseq.g6605.t1",0,632,0
"Porites_compressa_HIv1___RNAseq.g6617.t1",0,0,39
"Porites_compressa_HIv1___TS.g21631.t1",0,162,0
"Porites_compressa_HIv1___TS.g21634.t1",0,91,0
"Porites_compressa_HIv1___RNAseq.g6640.t1",0,162,0
"Porites_compressa_HIv1___RNAseq.g6648.t1",0,17,7
"Porites_compressa_HIv1___RNAseq.g6649.t1",0,48,0
"Porites_compressa_HIv1___RNAseq.g6653.t1",0,16,0
"Porites_compressa_HIv1___RNAseq.g6662.t1",0,0,27
"Porites_compressa_HIv1___RNAseq.g6666.t1",0,0,28
"Porites_compressa_HIv1___TS.g21661.t1",0,60,0
"Porites_compressa_HIv1___RNAseq.g6670.t1",0,21,0
"Porites_compressa_HIv1___RNAseq.g6676.t1",0,53,0
"Porites_compressa_HIv1___TS.g21669.t2",0,461,0
"Porites_compressa_HIv1___RNAseq.g6708.t1",0,0,17
"Porites_compressa_HIv1___RNAseq.g6548.t1",1520,1731,1135
"Porites_compressa_HIv1___TS.g21555.t1",221,751,653
"Porites_compressa_HIv1___RNAseq.g6551.t1",375,649,1493
"Porites_compressa_HIv1___RNAseq.g6553.t1",424,783,305
"Porites_compressa_HIv1___RNAseq.g6554.t1",1280,1039,591
"Porites_compressa_HIv1___RNAseq.g6555.t1",1700,418,1941
"Porites_compressa_HIv1___RNAseq.g6558.t1",349,1963,541
"Porites_compressa_HIv1___RNAseq.g6560.t1",80,880,1662
"Porites_compressa_HIv1___RNAseq.g6565.t1",1190,1137,1522
"Porites_compressa_HIv1___TS.g21569.t1b",2118,824,322
"Porites_compressa_HIv1___RNAseq.g6568.t1",1465,746,0
"Porites_compressa_HIv1___RNAseq.g6569.t1",403,423,0
"Porites_compressa_HIv1___RNAseq.g6570.t1",156,52,0
"Porites_compressa_HIv1___TS.g21575.t3",166,0,230
"Porites_compressa_HIv1___RNAseq.g6579.t1",202,331,780
"Porites_compressa_HIv1___RNAseq.g6580.t1",13691,16158,17710
"Porites_compressa_HIv1___RNAseq.g6581.t1",203,76,0
"Porites_compressa_HIv1___RNAseq.g6582.t1",579,557,10
"Porites_compressa_HIv1___RNAseq.g6585.t1b",2560,4199,4603
"Porites_compressa_HIv1___RNAseq.g6585.t1a",10,72,4
"Porites_compressa_HIv1___RNAseq.g6587.t1",726,1073,633
"Porites_compressa_HIv1___RNAseq.g6588.t2",148,242,374
"Porites_compressa_HIv1___RNAseq.g6589.t1",1183,700,4579
"Porites_compressa_HIv1___RNAseq.g6591.t1",47,0,9
"Porites_compressa_HIv1___TS.g21598.t4",97,254,211
"Porites_compressa_HIv1___RNAseq.g6595.t1",13828,18618,23459
"Porites_compressa_HIv1___RNAseq.g6602.t1",189,264,302
"Porites_compressa_HIv1___RNAseq.g6603.t1",54,0,332
"Porites_compressa_HIv1___RNAseq.g6604.t2",135,1185,490
"Porites_compressa_HIv1___RNAseq.g6606.t1",61,0,205
"Porites_compressa_HIv1___RNAseq.g6609.t1",111,0,0
"Porites_compressa_HIv1___RNAseq.g6610.t1a",115,1089,413
"Porites_compressa_HIv1___RNAseq.g6610.t1b",260,334,0
"Porites_compressa_HIv1___TS.g21611.t1",287,598,653
"Porites_compressa_HIv1___RNAseq.g6616.t3",1101,655,1832
"Porites_compressa_HIv1___RNAseq.g6619.t1",316,77,351
"Porites_compressa_HIv1___RNAseq.g6627.t1",26,435,0
"Porites_compressa_HIv1___RNAseq.g6628.t1",1767,3031,3642
"Porites_compressa_HIv1___RNAseq.g6630.t1",52,416,423
"Porites_compressa_HIv1___RNAseq.g6634.t1",14,90,74
"Porites_compressa_HIv1___RNAseq.g6639.t1",25,122,95
"Porites_compressa_HIv1___RNAseq.g6644.t1",31,55,120
"Porites_compressa_HIv1___TS.g21662.t1",99,83,200
"Porites_compressa_HIv1___RNAseq.g6681.t1",26,1499,236
"Porites_compressa_HIv1___RNAseq.g6682.t1",625,1215,1788
"Porites_compressa_HIv1___RNAseq.g6683.t2",992,1866,1095
"Porites_compressa_HIv1___RNAseq.g6684.t1",109,827,0
"Porites_compressa_HIv1___RNAseq.g6685.t1",343,296,32
"Porites_compressa_HIv1___TS.g21687.t1",53,20,18
"Porites_compressa_HIv1___TS.g21688.t1",61,56,0
"Porites_compressa_HIv1___RNAseq.g6702.t1",226,472,32
"Porites_compressa_HIv1___RNAseq.g6704.t1",220,416,0
"Porites_compressa_HIv1___TS.g21696.t1",282,119,200
"Porites_compressa_HIv1___RNAseq.g6706.t1",962,1809,0
"Porites_compressa_HIv1___RNAseq.g6711.t1",24,19,82
"Porites_compressa_HIv1___RNAseq.g6713.t1",12,26,213
"Porites_compressa_HIv1___TS.g2398.t1b",0,218,8
"Porites_compressa_HIv1___TS.g2398.t1a",0,619,471
"Porites_compressa_HIv1___TS.g2406.t1",0,0,160
"Porites_compressa_HIv1___RNAseq.g29496.t1",0,0,355
"Porites_compressa_HIv1___TS.g2409.t2",0,47,0
"Porites_compressa_HIv1___RNAseq.g29503.t1",0,200,0
"Porites_compressa_HIv1___RNAseq.g29509.t1",0,53,1
"Porites_compressa_HIv1___TS.g2422.t2",0,611,329
"Porites_compressa_HIv1___RNAseq.g29524.t1",0,378,149
"Porites_compressa_HIv1___TS.g2438.t1",0,59,0
"Porites_compressa_HIv1___RNAseq.g29532.t1",0,316,194
"Porites_compressa_HIv1___RNAseq.g29535.t1",0,362,138
"Porites_compressa_HIv1___RNAseq.23186_t",0,416,278
"Porites_compressa_HIv1___RNAseq.g29546.t1",0,200,0
"Porites_compressa_HIv1___RNAseq.g29554.t1",0,325,362
"Porites_compressa_HIv1___RNAseq.g29560.t1",0,0,324
"Porites_compressa_HIv1___RNAseq.g29561.t1",0,390,65
"Porites_compressa_HIv1___TS.g2478.t1",0,215,0
"Porites_compressa_HIv1___RNAseq.g29568.t1",0,24,0
"Porites_compressa_HIv1___RNAseq.g29581.t1",0,108,0
"Porites_compressa_HIv1___RNAseq.g29584.t1",0,194,332
"Porites_compressa_HIv1___RNAseq.g29588.t2",0,0,247
"Porites_compressa_HIv1___RNAseq.g29592.t1",0,530,0
"Porites_compressa_HIv1___RNAseq.g29597.t1",0,86,0
"Porites_compressa_HIv1___RNAseq.g29600.t1",0,0,18
"Porites_compressa_HIv1___RNAseq.g29601.t1",0,0,540
"Porites_compressa_HIv1___TS.g2511.t1",0,0,462
"Porites_compressa_HIv1___TS.g2513.t1",0,4,794
"Porites_compressa_HIv1___RNAseq.g29604.t1",0,69,11
"Porites_compressa_HIv1___RNAseq.g29605.t1",0,18,0
"Porites_compressa_HIv1___RNAseq.g29614.t1",0,514,331
"Porites_compressa_HIv1___RNAseq.g29616.t1",0,1278,223
"Porites_compressa_HIv1___RNAseq.g29618.t1",0,0,574
"Porites_compressa_HIv1___RNAseq.g29629.t1",0,139,547
"Porites_compressa_HIv1___RNAseq.g29640.t1",0,92,0
"Porites_compressa_HIv1___TS.g2553.t1",0,34,70
"Porites_compressa_HIv1___RNAseq.g29645.t1",0,255,91
"Porites_compressa_HIv1___RNAseq.23297_t",0,56,0
"Porites_compressa_HIv1___RNAseq.g29663.t1",0,0,11
"Porites_compressa_HIv1___RNAseq.g29671.t1",0,0,73
"Porites_compressa_HIv1___RNAseq.g29675.t1",0,15,1
"Porites_compressa_HIv1___RNAseq.g29676.t1",0,0,104
"Porites_compressa_HIv1___RNAseq.g29677.t1",0,307,3109
"Porites_compressa_HIv1___RNAseq.g29679.t1",0,0,205
"Porites_compressa_HIv1___RNAseq.g29680.t1",0,472,248
"Porites_compressa_HIv1___RNAseq.g29683.t1",0,45,0
"Porites_compressa_HIv1___RNAseq.g29687.t1",0,362,103
