"","POR_13","POR_34","POR_61"
"Porites_compressa_HIv1___RNAseq.g5027.t1",12,31,3
"Porites_compressa_HIv1___RNAseq.g5028.t1",2,45,0
"Porites_compressa_HIv1___RNAseq.g5033.t1",127,577,0
"Porites_compressa_HIv1___RNAseq.g5038.t1",2,47,0
"Porites_compressa_HIv1___RNAseq.g5039.t1",11,32,3
"Porites_compressa_HIv1___RNAseq.g5056.t1",96,0,0
"Porites_compressa_HIv1___RNAseq.g5063.t1b",40,201,44
"Porites_compressa_HIv1___RNAseq.g5064.t1",318,605,254
"Porites_compressa_HIv1___RNAseq.g5093.t1",1,287,0
"Porites_compressa_HIv1___TS.g34403.t2",896,1761,476
"Porites_compressa_HIv1___RNAseq.g5097.t1",3634,5475,1475
"Porites_compressa_HIv1___RNAseq.g5098.t1",242,140,0
"Porites_compressa_HIv1___RNAseq.g5101.t1",149,0,0
"Porites_compressa_HIv1___RNAseq.g5102.t1",34,0,0
"Porites_compressa_HIv1___RNAseq.g5112.t2",33,0,8
"Porites_compressa_HIv1___TS.g34427.t1",192,48,38
"Porites_compressa_HIv1___RNAseq.g5125.t1",94,0,0
"Porites_compressa_HIv1___RNAseq.g5130.t1",860,1311,827
"Porites_compressa_HIv1___RNAseq.4146_t",262,444,2076
"Porites_compressa_HIv1___RNAseq.g5136.t1",211,844,1052
"Porites_compressa_HIv1___RNAseq.g5143.t1",4,348,1
"Porites_compressa_HIv1___RNAseq.g5145.t1",2551,1659,3483
"Porites_compressa_HIv1___RNAseq.g5147.t1",45,63,154
"Porites_compressa_HIv1___TS.g34454.t1",48,31,0
"Porites_compressa_HIv1___TS.g34455.t1",51,32,0
"Porites_compressa_HIv1___RNAseq.g5160.t1",47,0,0
"Porites_compressa_HIv1___RNAseq.g5162.t1",21,27,28
"Porites_compressa_HIv1___RNAseq.g5164.t1",15,180,0
"Porites_compressa_HIv1___TS.g34510.t1",76,0,0
"Porites_compressa_HIv1___RNAseq.g5277.t1b",0,128,0
"Porites_compressa_HIv1___RNAseq.g5278.t1",0,22,0
"Porites_compressa_HIv1___TS.g34587.t1",0,3,135
"Porites_compressa_HIv1___RNAseq.g5286.t1",0,16,0
"Porites_compressa_HIv1___RNAseq.g5288.t1",0,191,0
"Porites_compressa_HIv1___RNAseq.g5313.t1",0,130,0
"Porites_compressa_HIv1___RNAseq.g5314.t1",0,423,121
"Porites_compressa_HIv1___RNAseq.g5316.t1",0,0,48
"Porites_compressa_HIv1___RNAseq.g5318.t1",0,593,556
"Porites_compressa_HIv1___TS.g34633.t1",0,34,0
"Porites_compressa_HIv1___RNAseq.g5321.t1",0,618,15
"Porites_compressa_HIv1___RNAseq.g5331.t1",0,0,72
"Porites_compressa_HIv1___RNAseq.g5255.t1",1,0,65
"Porites_compressa_HIv1___RNAseq.g5259.t1",52,0,0
"Porites_compressa_HIv1___RNAseq.g5263.t1",6,13,16
"Porites_compressa_HIv1___RNAseq.g5268.t1",582,128,195
"Porites_compressa_HIv1___RNAseq.g5282.t1",14,669,41
"Porites_compressa_HIv1___RNAseq.g5283.t1",34,188,0
"Porites_compressa_HIv1___RNAseq.g5290.t1",201,404,178
"Porites_compressa_HIv1___RNAseq.g5291.t1",535,805,1228
"Porites_compressa_HIv1___RNAseq.g5297.t1",280,661,749
"Porites_compressa_HIv1___RNAseq.g5298.t1",164,657,436
"Porites_compressa_HIv1___RNAseq.g5299.t1",782,833,0
"Porites_compressa_HIv1___RNAseq.4314_t",273,31,0
"Porites_compressa_HIv1___RNAseq.g5306.t1",400,790,227
"Porites_compressa_HIv1___RNAseq.g5307.t1",309,126,74
"Porites_compressa_HIv1___RNAseq.g5308.t1",11,39,0
"Porites_compressa_HIv1___RNAseq.g5312.t1",15,243,17
"Porites_compressa_HIv1___RNAseq.g5315.t2",52,0,219
"Porites_compressa_HIv1___TS.g34632.t1",9,108,124
"Porites_compressa_HIv1___RNAseq.g5322.t1",92,766,967
"Porites_compressa_HIv1___RNAseq.g5324.t2",58,0,0
"Porites_compressa_HIv1___RNAseq.g5328.t1",620,812,1312
"Porites_compressa_HIv1___RNAseq.g5329.t1",103,37,27
"Porites_compressa_HIv1___RNAseq.g5330.t1",164,108,171
"Porites_compressa_HIv1___TS.g34644.t1c",118,0,0
"Porites_compressa_HIv1___RNAseq.g14161.t1",0,0,202
"Porites_compressa_HIv1___RNAseq.g14167.t1",0,631,0
"Porites_compressa_HIv1___RNAseq.g14175.t1",0,218,0
"Porites_compressa_HIv1___RNAseq.g14179.t1",0,185,435
"Porites_compressa_HIv1___RNAseq.g14181.t1",0,1054,1247
"Porites_compressa_HIv1___RNAseq.g14184.t1",0,312,545
"Porites_compressa_HIv1___RNAseq.g14194.t1",0,68,3869
"Porites_compressa_HIv1___RNAseq.g14196.t1",0,262,2571
"Porites_compressa_HIv1___RNAseq.g14199.t1",0,124,63
"Porites_compressa_HIv1___RNAseq.g14206.t1",0,50,0
"Porites_compressa_HIv1___RNAseq.g14213.t1",0,154,103
"Porites_compressa_HIv1___RNAseq.g14214.t1",0,125,85
"Porites_compressa_HIv1___RNAseq.g14220.t1",0,0,12
"Porites_compressa_HIv1___RNAseq.g14221.t1",0,44,305
"Porites_compressa_HIv1___RNAseq.2987_t",0,719,497
"Porites_compressa_HIv1___RNAseq.g14248.t1",0,421,555
"Porites_compressa_HIv1___RNAseq.g14249.t1",0,91,15
"Porites_compressa_HIv1___RNAseq.g14250.t1",0,80,0
"Porites_compressa_HIv1___RNAseq.g14257.t1",0,25,1
"Porites_compressa_HIv1___TS.g8632.t1",0,506,37
"Porites_compressa_HIv1___RNAseq.g14265.t1",0,0,431
"Porites_compressa_HIv1___RNAseq.g14270.t1",0,0,27
"Porites_compressa_HIv1___RNAseq.g14271.t1",0,0,92
"Porites_compressa_HIv1___RNAseq.g14272.t1",0,0,435
"Porites_compressa_HIv1___RNAseq.g14277.t1",0,113,333
"Porites_compressa_HIv1___RNAseq.g14291.t1",0,146,0
"Porites_compressa_HIv1___TS.g8670.t3",0,357,18
"Porites_compressa_HIv1___RNAseq.g14296.t1",0,0,95
"Porites_compressa_HIv1___RNAseq.g14299.t1a",0,118,157
"Porites_compressa_HIv1___RNAseq.g14299.t1c",0,236,369
"Porites_compressa_HIv1___RNAseq.g14300.t1",0,496,0
"Porites_compressa_HIv1___RNAseq.g14304.t1a",0,36,22
"Porites_compressa_HIv1___RNAseq.g14306.t1",0,0,112
"Porites_compressa_HIv1___RNAseq.g14314.t1",0,537,138
"Porites_compressa_HIv1___RNAseq.g14317.t1",0,14,0
"Porites_compressa_HIv1___RNAseq.g14329.t1",0,0,100
"Porites_compressa_HIv1___TS.g8708.t1",0,54,0
"Porites_compressa_HIv1___RNAseq.g14338.t1",0,0,117
"Porites_compressa_HIv1___RNAseq.g14339.t1",0,81,424
"Porites_compressa_HIv1___RNAseq.g14341.t1",0,945,0
"Porites_compressa_HIv1___RNAseq.g14344.t1",0,57,0
"Porites_compressa_HIv1___RNAseq.g14345.t1",0,176,0
"Porites_compressa_HIv1___RNAseq.g14353.t1",0,37,0
"Porites_compressa_HIv1___RNAseq.g14355.t1",0,26,0
"Porites_compressa_HIv1___TS.g8733.t1",0,29,0
"Porites_compressa_HIv1___RNAseq.g14358.t1",0,0,250
"Porites_compressa_HIv1___RNAseq.g14360.t1",0,0,61
"Porites_compressa_HIv1___RNAseq.g14362.t1",0,0,224
"Porites_compressa_HIv1___RNAseq.g14367.t1",0,0,307
"Porites_compressa_HIv1___RNAseq.g14369.t1",0,380,0
"Porites_compressa_HIv1___RNAseq.g14372.t1",0,386,0
"Porites_compressa_HIv1___TS.g8750.t1",0,0,45
"Porites_compressa_HIv1___RNAseq.g14376.t1",0,0,15
"Porites_compressa_HIv1___RNAseq.g14392.t1",0,0,39
"Porites_compressa_HIv1___RNAseq.g14401.t1",0,0,91
"Porites_compressa_HIv1___RNAseq.g14402.t1",0,47,120
"Porites_compressa_HIv1___RNAseq.g14407.t1",0,188,129
"Porites_compressa_HIv1___RNAseq.g14412.t1",0,218,0
"Porites_compressa_HIv1___RNAseq.g14413.t1b",0,263,58
"Porites_compressa_HIv1___TS.g8796.t1",0,1011,76
"Porites_compressa_HIv1___RNAseq.g14425.t1",0,149,687
"Porites_compressa_HIv1___TS.g8808.t1",0,0,76
"Porites_compressa_HIv1___RNAseq.g14435.t1",0,114,35
"Porites_compressa_HIv1___RNAseq.g14444.t1",0,0,95
"Porites_compressa_HIv1___RNAseq.g14467.t1",0,0,32
"Porites_compressa_HIv1___RNAseq.g14470.t1",0,537,19
"Porites_compressa_HIv1___TS.g8867.t1",0,0,251
"Porites_compressa_HIv1___RNAseq.g14493.t1",0,0,28
"Porites_compressa_HIv1___RNAseq.3237_t",0,871,87
"Porites_compressa_HIv1___RNAseq.g14508.t1",0,411,163
"Porites_compressa_HIv1___RNAseq.g14510.t1",0,0,93
"Porites_compressa_HIv1___RNAseq.g14511.t1",0,0,459
"Porites_compressa_HIv1___RNAseq.g14519.t1",0,110,0
"Porites_compressa_HIv1___RNAseq.g14523.t1",0,41,0
"Porites_compressa_HIv1___TS.g8900.t2",0,19,0
"Porites_compressa_HIv1___RNAseq.g14525.t1",0,94,123
"Porites_compressa_HIv1___TS.g8902.t1",0,10,75
"Porites_compressa_HIv1___RNAseq.g14536.t1",0,0,37
"Porites_compressa_HIv1___RNAseq.g14537.t1",0,0,149
"Porites_compressa_HIv1___RNAseq.g14542.t1",0,0,118
"Porites_compressa_HIv1___RNAseq.g14546.t1",0,0,119
"Porites_compressa_HIv1___TS.g8923.t1",0,34,0
"Porites_compressa_HIv1___RNAseq.g14550.t1",0,316,0
"Porites_compressa_HIv1___RNAseq.g14555.t1",0,17,157
"Porites_compressa_HIv1___RNAseq.g14561.t1",0,0,272
"Porites_compressa_HIv1___RNAseq.3307_t",0,191,246
"Porites_compressa_HIv1___RNAseq.g14580.t1",0,0,854
"Porites_compressa_HIv1___TS.g8957.t1",0,415,0
"Porites_compressa_HIv1___RNAseq.g14582.t1",0,137,0
"Porites_compressa_HIv1___RNAseq.g14586.t1",0,444,157
"Porites_compressa_HIv1___RNAseq.g14588.t1",0,6,595
"Porites_compressa_HIv1___RNAseq.g14592.t1",0,136,0
"Porites_compressa_HIv1___RNAseq.g14593.t1",0,0,805
"Porites_compressa_HIv1___TS.g8991.t1",0,46,0
"Porites_compressa_HIv1___RNAseq.g14618.t1",0,210,179
"Porites_compressa_HIv1___TS.g8995.t1",0,0,20
"Porites_compressa_HIv1___RNAseq.g14620.t1",0,0,61
"Porites_compressa_HIv1___RNAseq.g14622.t1",0,0,64
"Porites_compressa_HIv1___RNAseq.g14624.t1",0,129,230
"Porites_compressa_HIv1___TS.g9002.t1",0,0,330
"Porites_compressa_HIv1___RNAseq.g14626.t1b",0,42,0
"Porites_compressa_HIv1___RNAseq.g14633.t2",0,81,504
"Porites_compressa_HIv1___RNAseq.g14636.t1",0,65,0
"Porites_compressa_HIv1___RNAseq.g14638.t1",0,91,0
"Porites_compressa_HIv1___RNAseq.g14644.t1",0,391,0
"Porites_compressa_HIv1___RNAseq.g14646.t1",0,166,8
"Porites_compressa_HIv1___RNAseq.g14656.t1",0,60,563
"Porites_compressa_HIv1___RNAseq.g14662.t1",0,0,144
"Porites_compressa_HIv1___RNAseq.g14666.t1",0,0,406
"Porites_compressa_HIv1___RNAseq.g14668.t1",0,317,0
"Porites_compressa_HIv1___RNAseq.g14674.t1",0,98,379
"Porites_compressa_HIv1___RNAseq.g14681.t1",0,77,0
"Porites_compressa_HIv1___RNAseq.g14685.t1",0,569,440
"Porites_compressa_HIv1___RNAseq.g14686.t1",0,0,356
"Porites_compressa_HIv1___RNAseq.g14689.t1",0,190,51
"Porites_compressa_HIv1___RNAseq.g14692.t1",0,403,0
"Porites_compressa_HIv1___RNAseq.g14693.t1",0,47,0
"Porites_compressa_HIv1___RNAseq.g14701.t1",0,117,50
"Porites_compressa_HIv1___RNAseq.g14707.t1",0,160,0
"Porites_compressa_HIv1___RNAseq.g14708.t1",0,723,73
"Porites_compressa_HIv1___RNAseq.g14711.t1",0,0,51
"Porites_compressa_HIv1___RNAseq.g14730.t1",0,0,60
"Porites_compressa_HIv1___RNAseq.g14733.t1",0,0,3699
"Porites_compressa_HIv1___RNAseq.3483_t",0,66,0
"Porites_compressa_HIv1___RNAseq.3489_t",0,1177,1701
"Porites_compressa_HIv1___RNAseq.g14750.t1",0,156,0
"Porites_compressa_HIv1___TS.g9143.t1",0,346,0
"Porites_compressa_HIv1___RNAseq.g14754.t1",0,0,11
"Porites_compressa_HIv1___RNAseq.g14758.t1",0,134,0
"Porites_compressa_HIv1___RNAseq.3515_t",0,61,0
"Porites_compressa_HIv1___RNAseq.g14773.t1",0,962,0
"Porites_compressa_HIv1___RNAseq.g14776.t1",0,136,288
"Porites_compressa_HIv1___TS.g9174.t1",0,0,552
"Porites_compressa_HIv1___RNAseq.g14785.t1",0,327,0
"Porites_compressa_HIv1___RNAseq.g14787.t1",0,414,0
"Porites_compressa_HIv1___RNAseq.g14790.t1",0,167,337
"Porites_compressa_HIv1___TS.g9185.t1d",0,7,37
"Porites_compressa_HIv1___TS.g9185.t1c",0,0,35
"Porites_compressa_HIv1___TS.g9185.t1b",0,0,19
"Porites_compressa_HIv1___RNAseq.g14800.t1",0,15,0
"Porites_compressa_HIv1___TS.g9195.t1",0,68,0
"Porites_compressa_HIv1___RNAseq.g14802.t1",0,0,22
"Porites_compressa_HIv1___RNAseq.g14825.t1",0,26,1
"Porites_compressa_HIv1___RNAseq.g14827.t1",0,405,530
"Porites_compressa_HIv1___RNAseq.g14829.t1",0,21,0
"Porites_compressa_HIv1___RNAseq.g14830.t1",0,96,0
"Porites_compressa_HIv1___RNAseq.g14836.t1",0,34,458
"Porites_compressa_HIv1___RNAseq.g14838.t1",0,0,19
"Porites_compressa_HIv1___RNAseq.g14839.t1",0,0,104
"Porites_compressa_HIv1___TS.g9231.t1a",0,288,0
"Porites_compressa_HIv1___RNAseq.g14844.t1",0,11,0
"Porites_compressa_HIv1___RNAseq.g14848.t1",0,170,39
"Porites_compressa_HIv1___RNAseq.g14851.t1",0,514,0
"Porites_compressa_HIv1___RNAseq.g14856.t1",0,29,27
"Porites_compressa_HIv1___RNAseq.g14857.t2",0,176,337
"Porites_compressa_HIv1___RNAseq.g14869.t1",0,0,24
"Porites_compressa_HIv1___TS.g9258.t1",0,0,719
"Porites_compressa_HIv1___RNAseq.3610_t",0,0,2410
"Porites_compressa_HIv1___TS.g9259.t1",0,11,0
"Porites_compressa_HIv1___RNAseq.g14875.t1",0,302,0
"Porites_compressa_HIv1___TS.g9279.t1",0,0,116
"Porites_compressa_HIv1___RNAseq.g14893.t1",0,0,52
"Porites_compressa_HIv1___RNAseq.g14901.t1",0,0,54
"Porites_compressa_HIv1___TS.g9313.t1",0,34,180
"Porites_compressa_HIv1___RNAseq.g14925.t1",0,0,16
"Porites_compressa_HIv1___RNAseq.g14926.t1",0,572,105
"Porites_compressa_HIv1___RNAseq.g14930.t1",0,22,576
"Porites_compressa_HIv1___RNAseq.g14932.t1",0,471,0
"Porites_compressa_HIv1___TS.g9328.t1",0,0,55
"Porites_compressa_HIv1___RNAseq.g14940.t1",0,0,55
"Porites_compressa_HIv1___RNAseq.g14942.t1",0,91,0
"Porites_compressa_HIv1___RNAseq.g14964.t1",0,0,14814
"Porites_compressa_HIv1___RNAseq.g14965.t1",0,0,3047
"Porites_compressa_HIv1___TS.3801_t",0,53,654
"Porites_compressa_HIv1___RNAseq.g14983.t1",0,141,0
"Porites_compressa_HIv1___RNAseq.g14988.t1",0,232,0
"Porites_compressa_HIv1___RNAseq.g14998.t1",0,104,81
"Porites_compressa_HIv1___RNAseq.g15000.t1",0,30,14
"Porites_compressa_HIv1___RNAseq.g15003.t2",0,0,49
"Porites_compressa_HIv1___TS.g9407.t1",0,0,1194
"Porites_compressa_HIv1___TS.g9408.t1",0,0,62
"Porites_compressa_HIv1___RNAseq.g15018.t1",0,15,23
"Porites_compressa_HIv1___TS.g9413.t1",0,28,0
"Porites_compressa_HIv1___TS.g9416.t1",0,65,0
"Porites_compressa_HIv1___RNAseq.g15034.t1",0,0,369
"Porites_compressa_HIv1___RNAseq.g15036.t1",0,247,340
"Porites_compressa_HIv1___RNAseq.g15045.t1",0,0,115
"Porites_compressa_HIv1___RNAseq.g14152.t1",833,1166,1426
"Porites_compressa_HIv1___RNAseq.g14153.t1",39,422,193
"Porites_compressa_HIv1___RNAseq.g14154.t1",498,97,0
"Porites_compressa_HIv1___TS.g8527.t1a",171,657,2047
"Porites_compressa_HIv1___RNAseq.g14159.t2",68,0,0
"Porites_compressa_HIv1___RNAseq.g14162.t1",7028,5551,7880
"Porites_compressa_HIv1___RNAseq.g14164.t1",9,390,102
"Porites_compressa_HIv1___TS.g8535.t1",1426,790,1469
"Porites_compressa_HIv1___RNAseq.g14168.t1",24,0,0
"Porites_compressa_HIv1___RNAseq.g14169.t1",64,1005,0
"Porites_compressa_HIv1___TS.g8542.t1",1721,2451,2096
"Porites_compressa_HIv1___TS.g8546.t3",518,1663,243
"Porites_compressa_HIv1___RNAseq.g14177.t1",345,0,859
"Porites_compressa_HIv1___RNAseq.g14178.t1",224,669,296
"Porites_compressa_HIv1___RNAseq.g14180.t1",264,1336,0
"Porites_compressa_HIv1___RNAseq.g14182.t1",155,535,509
"Porites_compressa_HIv1___RNAseq.g14183.t1",55,247,0
"Porites_compressa_HIv1___RNAseq.g14185.t1",464,55,0
"Porites_compressa_HIv1___RNAseq.g14189.t1",340,0,0
"Porites_compressa_HIv1___RNAseq.g14192.t1",211,775,447
"Porites_compressa_HIv1___RNAseq.g14193.t2",10,24,26
"Porites_compressa_HIv1___RNAseq.g14195.t1",248,437,424
"Porites_compressa_HIv1___RNAseq.g14200.t1",499,600,623
"Porites_compressa_HIv1___RNAseq.g14202.t1",1229,736,942
"Porites_compressa_HIv1___TS.g8571.t3",168,328,68
"Porites_compressa_HIv1___RNAseq.g14204.t1",1148,0,0
"Porites_compressa_HIv1___RNAseq.g14208.t2",4256,5040,4695
"Porites_compressa_HIv1___RNAseq.g14209.t1",40,76,63
"Porites_compressa_HIv1___RNAseq.g14216.t1",2,0,122
"Porites_compressa_HIv1___RNAseq.g14228.t1",59,0,0
"Porites_compressa_HIv1___RNAseq.g14229.t1",50,616,0
"Porites_compressa_HIv1___RNAseq.g14230.t1",128,43,23
"Porites_compressa_HIv1___RNAseq.g14231.t1",87,134,73
"Porites_compressa_HIv1___TS.g8603.t1",41,43,43
"Porites_compressa_HIv1___RNAseq.g14233.t1",49,85,24
"Porites_compressa_HIv1___RNAseq.g14234.t1",4429,7589,5651
"Porites_compressa_HIv1___RNAseq.g14236.t1",1232,2457,1696
"Porites_compressa_HIv1___RNAseq.g14237.t1",601,1215,666
"Porites_compressa_HIv1___RNAseq.g14239.t1a",506,41,0
"Porites_compressa_HIv1___RNAseq.g14239.t1b",136,0,7
"Porites_compressa_HIv1___RNAseq.g14240.t1",17,59,0
"Porites_compressa_HIv1___RNAseq.g14241.t1",920,216,1140
"Porites_compressa_HIv1___RNAseq.g14242.t1",117,0,132
"Porites_compressa_HIv1___RNAseq.g14251.t1",231,0,0
"Porites_compressa_HIv1___RNAseq.g14252.t1",184,0,0
"Porites_compressa_HIv1___TS.g8628.t1",14,5,1
"Porites_compressa_HIv1___RNAseq.3014_t",86,0,0
"Porites_compressa_HIv1___RNAseq.g14264.t1",56,147,128
"Porites_compressa_HIv1___RNAseq.g14266.t1",540,181,0
"Porites_compressa_HIv1___TS.g8641.t1",34,7,0
"Porites_compressa_HIv1___RNAseq.g14273.t1",98,598,823
"Porites_compressa_HIv1___RNAseq.g14274.t1",95,1375,252
"Porites_compressa_HIv1___RNAseq.g14275.t1",103,461,189
"Porites_compressa_HIv1___RNAseq.g14276.t1",191,817,58
"Porites_compressa_HIv1___TS.g8666.t1",58,0,0
"Porites_compressa_HIv1___TS.g8675.t1",72,210,254
"Porites_compressa_HIv1___RNAseq.g14303.t1",1,68,26
"Porites_compressa_HIv1___TS.g8685.t1",1023,684,1126
"Porites_compressa_HIv1___RNAseq.g14310.t1",89,0,0
"Porites_compressa_HIv1___RNAseq.g14311.t1",160,58,17
"Porites_compressa_HIv1___RNAseq.g14312.t1",123,30,0
"Porites_compressa_HIv1___RNAseq.g14313.t1",222,88,53
"Porites_compressa_HIv1___RNAseq.g14315.t1",897,2773,1659
"Porites_compressa_HIv1___RNAseq.g14316.t1",5961,5104,7929
"Porites_compressa_HIv1___RNAseq.g14327.t2a",362,317,1644
"Porites_compressa_HIv1___RNAseq.g14328.t1",230,95,162
"Porites_compressa_HIv1___RNAseq.g14332.t1",165,0,0
"Porites_compressa_HIv1___TS.g8710.t1",490,366,330
"Porites_compressa_HIv1___RNAseq.g14336.t1",67,0,0
"Porites_compressa_HIv1___RNAseq.g14337.t1",26,0,0
"Porites_compressa_HIv1___RNAseq.g14340.t1",52,139,50
"Porites_compressa_HIv1___RNAseq.g14342.t1",279,558,0
"Porites_compressa_HIv1___RNAseq.g14346.t1",127,288,0
"Porites_compressa_HIv1___RNAseq.g14348.t1",10,341,0
"Porites_compressa_HIv1___RNAseq.g14352.t1",78,136,0
"Porites_compressa_HIv1___RNAseq.g14354.t1",978,651,801
"Porites_compressa_HIv1___RNAseq.g14359.t1",639,1275,2283
"Porites_compressa_HIv1___RNAseq.g14363.t1",65,35,0
"Porites_compressa_HIv1___TS.g8741.t1a",2451,2045,2737
"Porites_compressa_HIv1___RNAseq.g14366.t1",30,560,357
"Porites_compressa_HIv1___RNAseq.g14368.t1",386,365,904
"Porites_compressa_HIv1___RNAseq.g14370.t1",3191,4819,3900
"Porites_compressa_HIv1___TS.g8747.t3",384,1561,81
"Porites_compressa_HIv1___TS.g8764.t1",7,0,44
"Porites_compressa_HIv1___RNAseq.g14390.t1",503,911,321
"Porites_compressa_HIv1___RNAseq.g14393.t1",3608,11679,9825
"Porites_compressa_HIv1___RNAseq.g14394.t1",127,1110,229
"Porites_compressa_HIv1___RNAseq.g14399.t1",17,348,237
"Porites_compressa_HIv1___RNAseq.g14400.t1",89,0,0
"Porites_compressa_HIv1___RNAseq.g14403.t1",980,1199,313
"Porites_compressa_HIv1___RNAseq.g14406.t1",6371,7104,5306
"Porites_compressa_HIv1___RNAseq.g14410.t1",6,1875,512
"Porites_compressa_HIv1___RNAseq.g14411.t1",1286,1543,1087
"Porites_compressa_HIv1___TS.g8792.t1",13,233,224
"Porites_compressa_HIv1___RNAseq.g14416.t1",444,0,1
"Porites_compressa_HIv1___RNAseq.g14417.t1",302,801,770
"Porites_compressa_HIv1___RNAseq.g14420.t1",580,1417,250
"Porites_compressa_HIv1___RNAseq.g14421.t1",114,230,0
"Porites_compressa_HIv1___RNAseq.g14422.t1",151,836,1170
"Porites_compressa_HIv1___TS.g8800.t1",1983,2087,3695
"Porites_compressa_HIv1___RNAseq.g14424.t1",4395,8987,1273
"Porites_compressa_HIv1___RNAseq.g14433.t1",14,39,102
"Porites_compressa_HIv1___RNAseq.g14445.t1",95,0,0
"Porites_compressa_HIv1___RNAseq.g14449.t1",122,597,559
"Porites_compressa_HIv1___TS.g8832.t1",14,0,0
"Porites_compressa_HIv1___RNAseq.g14462.t1",264,0,18
"Porites_compressa_HIv1___RNAseq.g14468.t1",1708,1903,944
"Porites_compressa_HIv1___TS.g8854.t1",26157,31869,31229
"Porites_compressa_HIv1___RNAseq.g14479.t3",31,61,100
"Porites_compressa_HIv1___RNAseq.g14480.t1",101,510,115
"Porites_compressa_HIv1___RNAseq.g14483.t1",257,0,538
"Porites_compressa_HIv1___RNAseq.g14486.t1",1,2,261
"Porites_compressa_HIv1___RNAseq.g14487.t1",6,2,694
"Porites_compressa_HIv1___RNAseq.g14488.t1",53,118,372
"Porites_compressa_HIv1___RNAseq.g14490.t1",126,186,1
"Porites_compressa_HIv1___RNAseq.g14494.t1",146,660,475
"Porites_compressa_HIv1___RNAseq.g14495.t1",1265,1032,806
"Porites_compressa_HIv1___RNAseq.g14497.t1",728,1381,1158
"Porites_compressa_HIv1___RNAseq.g14499.t1",37,0,0
"Porites_compressa_HIv1___TS.g8878.t1",81,44,0
"Porites_compressa_HIv1___TS.g8881.t2",152,730,1184
"Porites_compressa_HIv1___TS.g8882.t4",604,1404,355
"Porites_compressa_HIv1___RNAseq.g14509.t1",21,1830,849
"Porites_compressa_HIv1___RNAseq.g14512.t1",3336,2482,3441
"Porites_compressa_HIv1___TS.g8888.t1",146,84,54
"Porites_compressa_HIv1___RNAseq.g14513.t1",43,182,11
"Porites_compressa_HIv1___RNAseq.g14514.t1",48,777,720
"Porites_compressa_HIv1___RNAseq.g14515.t1",285,33,41
"Porites_compressa_HIv1___RNAseq.g14516.t1",314,669,482
"Porites_compressa_HIv1___RNAseq.g14517.t1",401,179,34
"Porites_compressa_HIv1___RNAseq.g14520.t1",271,98,0
"Porites_compressa_HIv1___TS.g8897.t1",492,279,0
"Porites_compressa_HIv1___RNAseq.g14522.t1",172,602,178
"Porites_compressa_HIv1___RNAseq.g14534.t1",38,184,0
"Porites_compressa_HIv1___RNAseq.g14535.t1",425,585,218
"Porites_compressa_HIv1___RNAseq.g14548.t1",1,70,1
"Porites_compressa_HIv1___RNAseq.g14549.t1",314,466,1548
"Porites_compressa_HIv1___RNAseq.g14551.t1",4450,3294,2858
"Porites_compressa_HIv1___TS.g8927.t1",156,126,974
"Porites_compressa_HIv1___RNAseq.g14553.t1",187,259,241
"Porites_compressa_HIv1___RNAseq.g14554.t1",453,949,748
"Porites_compressa_HIv1___RNAseq.g14556.t1",25,0,153
"Porites_compressa_HIv1___TS.g8936.t1a",200,341,0
"Porites_compressa_HIv1___RNAseq.g14562.t1",918,298,201
"Porites_compressa_HIv1___RNAseq.3305_t",314,458,765
"Porites_compressa_HIv1___RNAseq.g14564.t1",1112,2925,2574
"Porites_compressa_HIv1___TS.g8944.t1",91,0,0
"Porites_compressa_HIv1___RNAseq.g14571.t1",42,0,0
"Porites_compressa_HIv1___RNAseq.g14572.t1",250,1038,460
"Porites_compressa_HIv1___RNAseq.g14573.t1",1947,3171,2576
"Porites_compressa_HIv1___RNAseq.g14574.t1",30,145,181
"Porites_compressa_HIv1___RNAseq.g14575.t1",413,474,0
"Porites_compressa_HIv1___RNAseq.g14576.t1",22,533,353
"Porites_compressa_HIv1___TS.g8954.t1",236,76,79
"Porites_compressa_HIv1___RNAseq.g14579.t1",674,1780,1995
"Porites_compressa_HIv1___RNAseq.g14583.t1",15,98,0
"Porites_compressa_HIv1___TS.g8964.t1",342,0,0
"Porites_compressa_HIv1___RNAseq.g14590.t1",37,0,0
"Porites_compressa_HIv1___TS.g8970.t1b",1029,877,902
"Porites_compressa_HIv1___RNAseq.g14602.t1",162,285,600
"Porites_compressa_HIv1___RNAseq.g14603.t1",7158,4791,6693
"Porites_compressa_HIv1___RNAseq.g14604.t1",364,151,153
"Porites_compressa_HIv1___TS.g8979.t1",291,743,289
"Porites_compressa_HIv1___RNAseq.g14606.t1",132,314,0
"Porites_compressa_HIv1___RNAseq.g14607.t1",107,104,446
"Porites_compressa_HIv1___RNAseq.3348_t",1256,4980,2535
"Porites_compressa_HIv1___TS.g8984.t1",4,0,22
"Porites_compressa_HIv1___RNAseq.g14610.t1",262,1812,1312
"Porites_compressa_HIv1___RNAseq.g14611.t1",1080,2090,3932
"Porites_compressa_HIv1___RNAseq.g14612.t1",6493,7455,7966
"Porites_compressa_HIv1___TS.g8988.t1",459,1722,1035
"Porites_compressa_HIv1___RNAseq.g14614.t1",337,767,0
"Porites_compressa_HIv1___RNAseq.g14615.t1",1,1,30
"Porites_compressa_HIv1___TS.g8993.t1",1987,3103,2132
